"Sample","MAPK14","HIF1A","HIF1A.1","HIF1A.2","SOCS3","SOCS3.1","MYD88","MYD88.1","BCL2","BCL2.1","IL1R2","GATA3","GATA3.1","IL10","BCL2.2","BCL2.3","MAPK14.1","MAPK14.2","MYD88.2","MYD88.3","HIF1A.3","HIF1A.4","MAPK14.3","HIF1A.5","HIF1A.6","MAPK14.4","HIF1A.7","GATA3.2","MAPK14.5","Label"
"GSM1602888",10.15037419,9.444086988,5.426235911,6.619731816,2.678653834,6.870164594,4.307255907,9.411122525,4.480147883,3.977285216,8.859970268,4.580136879,3.246413771,2.54135333,2.799210568,2.19882117,7.08847084,6.958730954,4.87079666,5.556721852,6.132093725,6.123893485,7.903255771,7.08687226,7.084796891,6.151573962,6.995548179,3.05893376,9.180332076,"Sepsis"
"GSM1602889",10.19858196,9.558401185,5.172574311,6.653620331,2.679663347,6.676706085,3.842351314,9.026618278,3.039221315,2.713816397,12.20819238,4.099501036,2.398571124,2.329979895,2.503531849,2.42862486,7.42245631,7.750830656,3.825048209,4.466670658,5.974648382,6.032356066,8.769494639,7.070420069,7.046051234,6.875138472,7.016764831,2.752482274,9.862038561,"Sepsis"
"GSM1602891",8.331388874,8.940458731,4.610241345,6.266873042,2.538748575,3.939530882,3.441122352,8.73602701,5.127531878,5.119834895,7.903463859,5.695243412,5.054710192,2.195174597,2.275063056,2.352219936,5.709053744,4.084412603,3.688348757,4.30288044,5.115832251,5.078118781,5.681670528,6.531530693,6.35695351,3.663757708,6.613379855,2.963908706,7.63404862,"healthy"
"GSM1602892",8.084495674,8.346683757,3.885483744,4.829990658,2.275038901,3.497430123,3.070127875,8.361935769,4.345397709,5.157858259,7.687220787,5.371890567,3.880679215,1.987032016,2.675915724,2.561747991,5.163284294,4.048952062,2.939984071,3.92254113,4.240131719,3.992674917,5.754634056,4.585448106,4.777510206,2.720474162,4.889170943,3.159347054,7.387726054,"healthy"
"GSM1602893",8.740336945,8.828197641,4.750174257,6.174501841,2.442694404,3.597624393,3.553516744,8.561176181,4.737033106,4.594531817,8.722094609,5.414344867,3.500278715,1.84434683,2.359933663,2.571809301,6.139636263,4.66817472,3.622594017,4.769836001,5.064837337,5.380405371,6.194820322,6.355079434,6.46558265,4.474261665,6.387980719,3.144361869,7.709186186,"healthy"
"GSM1602894",8.185946642,8.918491848,5.223779838,6.218647532,2.337211432,3.369649861,3.356181932,8.793484875,5.131995055,5.03464995,6.933153527,6.455777368,4.501495392,1.956590119,2.697288391,2.442721091,5.428036455,4.138273431,3.246445347,4.062442965,5.256681685,5.22157,5.422396043,6.423264143,6.468555972,4.37708857,6.399186617,3.163861605,7.287439596,"healthy"
"GSM1602895",7.988861068,8.705624447,4.252764056,5.766814215,2.285750315,3.448992953,4.084815181,8.651682994,5.136837557,4.925706583,7.307460324,5.789838777,3.759053686,2.045137491,2.557454669,2.331593083,5.720375588,4.414784839,3.650952928,4.144527414,4.728368621,4.688711693,5.441894743,6.130031616,5.953097245,3.619079297,6.282073874,3.317090568,7.558536669,"healthy"
"GSM1602896",7.969061755,8.559476305,4.918703124,5.819989418,2.650649431,3.713464053,3.840109926,8.495819667,4.731284868,5.132237882,7.22044746,6.928468817,4.333524235,2.024579869,2.603450434,2.454176015,5.134243399,4.125544708,3.619332579,3.64023899,4.912654605,4.867553927,5.314662489,6.089402426,6.224507013,3.904408199,6.182667472,3.272972094,6.869712138,"healthy"
"GSM1602897",8.047216549,8.606090463,4.536727509,5.872144308,2.408307559,3.09058082,3.454703138,8.452215161,5.333044523,5.47351374,6.810242127,6.555994278,5.102097577,1.986353154,2.463528013,2.368138638,4.972899222,3.843612241,3.60365592,4.144058052,5.149809393,5.069248527,5.204625782,6.372783642,6.321893512,4.111558124,6.16398845,3.432315184,7.454390592,"healthy"
"GSM1602898",8.446642124,8.594464395,5.14985216,5.852416497,2.504783669,3.890592534,3.573773431,8.710628596,5.066153186,5.462028867,8.286503877,5.81119124,4.033218186,2.449268217,2.638916202,2.307599451,5.595148301,5.392860721,3.588735885,4.636593189,5.508755301,5.003975829,6.302245459,5.848326584,6.511127709,4.152630898,6.191582705,3.403842842,7.840368365,"healthy"
"GSM1602899",8.656340092,8.880667147,4.562691641,5.927144239,2.016260054,5.346596283,3.604901096,8.738636865,5.142140762,4.865422929,6.976230424,5.809313877,4.008382454,2.00224385,2.496006544,2.213671872,5.862805385,4.659475621,3.404335707,4.521112025,5.023665936,5.154489533,6.402180326,6.415626302,6.224720068,4.429456727,6.04160051,3.412668409,7.808417242,"healthy"
"GSM1602900",8.433605403,8.998524813,4.755392632,5.740681436,2.710702502,3.385849078,3.434159206,8.62882088,5.399286217,5.378874869,7.376766328,6.324475878,5.413936647,2.14345003,2.421190471,2.413876789,5.668276057,3.982946943,3.554660261,3.542975625,5.072915084,5.059667737,5.359839434,6.09168213,6.085007433,3.771795365,6.399976663,3.639507288,7.48219756,"healthy"
"GSM1602901",8.230215599,8.862232588,4.469014719,5.920764966,2.525495239,3.501531663,3.511251597,8.488138285,6.376018873,6.141279401,6.542767715,7.088660293,4.660748055,1.976226403,2.357623079,2.376608647,5.621269707,5.089238355,2.876989007,4.255581197,4.843014062,5.43315708,6.054539351,6.306942528,6.371048132,4.201544604,6.196305134,3.456606051,7.607595507,"healthy"
"GSM1602902",10.48662558,9.855958808,6.153441506,7.387073009,3.149126746,8.687548117,4.686921611,8.970831616,2.843331534,2.613177819,12.56194978,3.481871319,2.388326986,2.701089885,2.413728536,2.779410448,7.314222308,8.018580244,4.902270279,5.350138934,6.866858542,6.548561093,8.91423824,7.601093661,7.893502422,7.532906685,7.605000287,2.413634409,9.031781587,"Sepsis"
"GSM1602903",9.003168942,8.559548957,3.997075034,5.175687623,3.574974613,6.161804199,2.536627817,7.979967239,2.454128678,2.678815481,11.10525089,4.20430479,2.113539007,3.236516306,2.835155104,2.690502663,4.689684122,5.930343904,2.708078737,3.96590522,4.881469466,5.277904841,7.011804866,5.673851185,6.089160519,5.289901362,5.715680657,2.614194416,7.601463699,"Sepsis"
"GSM1602906",9.609271969,9.07093927,5.44870339,6.483062662,2.207572812,2.697274491,4.168686286,9.295063426,2.857158247,2.730516155,11.91569788,4.772928716,2.120851592,2.002143465,2.523548719,2.430326178,6.930541432,6.431324839,4.687472911,4.525401162,6.051582538,5.576465892,7.420486657,6.754081346,6.827386752,5.920138302,6.758998801,2.812892532,9.419575107,"Sepsis"
"GSM1602907",9.676589753,9.44982574,5.327334937,6.807964124,2.362912726,6.587243555,3.873126739,8.77291236,2.657532476,2.747870005,9.874647527,4.580461023,2.773470344,2.220311582,2.590973942,2.550652967,6.943300249,6.944691932,4.118871167,4.996271121,6.141172602,6.115136234,7.756676486,7.241891001,7.054534377,6.034691106,7.063915296,2.718150476,8.870858239,"Sepsis"
"GSM1602908",9.767960654,9.929742706,5.528755613,7.284821187,2.445766019,6.251698782,3.532731898,8.077540998,2.986929357,3.114986384,12.06069625,4.039431242,2.316218902,2.569092841,2.736397297,2.627804758,5.882092946,6.856371059,3.276272599,3.983711462,6.555376799,6.697909441,7.74707562,7.660257391,7.73614384,5.495292413,7.546102881,2.708292054,8.588044483,"Sepsis"
