"Sample","MAPK14","HIF1A","HIF1A.1","HIF1A.2","SOCS3","SOCS3.1","MYD88","MYD88.1","C3AR1","BCL2","BCL2.1","S100A12","IL1R2","GATA3","GATA3.1","CD177","CD177.1","ITGAM","ITGAM.1","ITGAM.2","IL10","FCGR1A","FCGR1A.1","BCL2.2","BCL2.3","HMGB1","HMGB1.1","MAPK14.1","MAPK14.2","HMGB1.2","MYD88.2","MYD88.3","HIF1A.3","HIF1A.4","MAPK14.3","HIF1A.5","HIF1A.6","S100A8","MAPK14.4","ARG1","HMGB1.3","HIF1A.7","HMGB1.4","GATA3.2","HMGB1.5","MAPK14.5","HMGB1.6","FCGR1A.2","FCGR1A.3","Label"
"GSM1602852",9.072156355,9.142642485,5.288082227,6.29358406,2.562766743,6.197250142,3.99518714,8.471402891,8.511204985,3.824950246,3.69701811,11.78877596,10.06492641,4.578812945,2.915466993,7.552183467,7.931513959,8.204781506,10.07308194,6.979817334,2.310983166,9.250035389,4.338407322,2.566784079,2.362235355,4.26763043,6.679973272,6.0251244,5.873059204,7.659007037,3.522449659,4.524166082,5.493427536,5.538518912,6.85137935,6.869551538,6.59730234,12.96844537,5.034368038,9.17644504,8.135740602,6.77372725,8.245563128,2.432995767,8.135371352,8.353330952,3.224277986,3.104648131,2.814764252,"Sepsis"
"GSM1602853",9.982837476,9.425409878,5.261841498,6.938153452,2.691645043,6.556836933,4.753546469,9.484604916,10.10316175,3.287156338,2.674693957,11.83321994,11.34932907,4.309775444,2.402252108,7.686156219,8.983573652,8.780336033,10.29800298,7.655167187,2.104327527,8.513833502,4.288413426,2.658715326,2.554454825,5.250293535,6.482276784,6.982454844,7.461173691,7.591248927,4.615968691,5.577014227,6.285118029,5.959924601,8.169751312,7.286465189,7.39259675,12.84503489,6.532558715,8.91811571,7.937514991,7.046063634,8.005765807,2.49924334,8.031224213,8.945671282,2.953447916,2.52998295,2.790343608,"Sepsis"
"GSM1602855",10.09552603,10.21451329,6.453012279,7.694291092,2.39966816,7.722024978,4.587660861,8.73137539,10.20591141,2.43139856,1.975859333,12.12754149,12.73086881,4.174779379,3.01830181,9.326793811,9.911891893,8.525415065,10.01338607,7.059144762,2.230150895,10.66157232,6.545025674,2.156720012,2.775656994,5.667859572,7.464014152,6.770224898,8.12175952,8.173907476,4.488659609,4.794350985,7.064134135,7.047189371,9.102045902,8.239867069,8.026322452,13.2306851,7.580358053,8.599444418,8.435860796,7.923457917,8.146613457,2.600840121,8.433088132,8.770878259,3.242350531,3.735148022,4.353149621,"Sepsis"
"GSM1602856",9.112944244,8.301940456,4.100510053,4.958956847,2.463822061,2.413841166,3.183636778,9.000469657,9.666050639,3.123672914,2.598875626,10.8623441,11.85286745,4.59318149,2.489913933,6.1028148,7.404502531,8.444946999,10.0371226,7.52798002,2.992691864,7.523270972,2.705429568,2.253022162,2.765555929,3.199730086,3.87361617,7.318594713,6.582845507,7.01821433,3.461556282,4.265436622,4.251522891,4.25323406,7.870960271,5.137704977,5.57152712,11.85841915,5.585488087,7.764795104,6.077082318,5.686058761,6.961377592,2.773794052,5.640848086,9.458325063,3.128728119,2.639140163,2.489721803,"Sepsis"
"GSM1602857",8.992575138,8.014389993,3.272365267,4.746307563,2.75037345,4.084783238,4.180350007,8.485655051,8.034733378,2.282731626,2.567240122,9.724281987,10.8283447,4.101677961,2.224764676,2.756811653,2.564476584,7.08091456,8.948505537,5.492325359,2.462665615,7.552335195,2.882998346,2.703611014,2.926025253,3.451532863,4.766355886,6.767627249,6.292816574,6.539214635,3.173490186,3.726673706,4.289007697,4.199198366,7.567645347,5.525628952,5.634325199,11.61937363,5.794912504,8.613293721,6.238676558,4.833752858,7.508508335,2.476384357,6.549210367,9.012171255,2.786801024,2.488381006,2.128404577,"Sepsis"
"GSM1602858",10.26222608,9.454821345,5.303042665,6.826436572,2.810515407,7.99035128,4.464628561,9.099672533,8.123760393,2.545262494,2.258121237,12.8646344,12.11995783,3.890121695,2.045187386,10.19786546,11.1864431,9.113806419,10.54602875,7.956349947,2.948633551,10.79868557,6.164104601,2.384789656,2.447079697,3.417568466,5.381684937,8.392477915,7.656512847,7.725945823,4.490756771,4.688443987,6.069760979,5.959420311,8.684451237,7.11664336,7.165454186,13.21017683,6.89234357,9.798084995,7.006641727,6.922594282,7.705658054,2.689976641,7.137417122,9.678058404,2.535901388,3.141983327,2.834518049,"Sepsis"
"GSM1602859",10.4497235,9.201225341,5.390063179,6.770092966,2.232700954,5.510327708,4.964297976,9.328348101,9.982049932,2.865777163,2.96447924,12.23215675,12.25791246,4.417749328,2.314870994,9.127522811,10.06580916,8.8217497,10.39250875,7.07406216,2.399453311,7.878906721,3.087801257,2.200741738,2.010212738,5.395122591,6.873354104,7.5406494,8.622633738,8.350516698,4.831877645,5.779395336,5.911164407,5.931514268,9.601495492,6.7277327,6.921430166,12.70798262,8.160978103,10.56852511,7.854965966,6.645448299,8.125980801,2.699363362,7.769301156,9.579984955,3.278972653,2.406391904,2.179469014,"Sepsis"
"GSM1602860",9.984082688,9.060063146,4.53643882,6.268707303,3.43581477,8.33978427,3.473262572,8.944048376,6.930350247,3.082951222,3.306821363,11.94950832,9.906798262,4.260771765,2.625389955,8.015807217,9.585292454,8.375666418,9.885157786,7.18570685,2.908289885,10.33596337,5.808360207,2.781697482,2.984354134,3.388804474,5.390584554,7.620976103,7.058904204,7.329183875,3.935263732,5.03322504,4.992492468,4.897420241,8.229473512,6.540793009,6.504524052,12.9481658,6.47081762,7.061168256,6.882910053,6.681613727,7.634957459,3.003635646,7.102165612,9.610027103,2.854131616,3.202873021,3.122038611,"Sepsis"
"GSM1602861",10.24474198,9.591369321,5.667593743,7.006506093,3.176937981,8.120547356,4.364674905,8.873636776,9.285051471,2.498895601,2.706840515,12.38742142,12.06343616,3.695292953,2.406902581,8.507459323,9.753814897,8.860887442,10.21550199,7.471474964,3.367586253,10.1672629,6.316468164,2.648735411,2.536288956,5.301194536,7.273704128,7.196558279,7.419321566,8.297022377,4.173451729,4.975978459,6.366645515,6.163145714,8.532334439,7.190216545,7.397563521,13.23189536,6.716120829,9.83877279,8.533908535,6.96810647,8.570512761,2.383842553,8.518947825,9.206409819,3.518758049,4.16072918,3.600739797,"Sepsis"
"GSM1602862",7.650249151,9.068217585,4.835365675,6.109591605,1.983325741,3.174536663,3.403686144,8.256891783,6.882332958,6.104113621,6.436726664,7.630690201,6.859708077,6.844786265,5.260548764,2.705782236,1.59438135,6.929155758,8.953383115,5.305328654,2.027445059,5.030079266,2.219424896,2.371750852,2.159964846,4.943855383,6.142857705,5.141106307,4.187132713,7.073250617,3.342974753,4.08752673,5.170309573,5.021185251,4.944994727,6.440727177,6.424541261,10.18345886,3.664813273,2.701684822,7.850972469,6.468876094,7.700885337,3.166818358,7.576330548,6.619301845,4.176214054,2.012090921,2.331464326,"healthy"
"GSM1602863",10.24714738,10.19216444,6.792310773,8.036720136,2.752130802,8.024283494,4.919190145,9.403643116,10.31373509,2.444986968,2.59339139,12.22208189,11.85831687,3.987729363,3.183415282,9.748184384,10.77611196,8.916647956,10.63641091,7.85070948,2.120371842,9.392534773,4.698540447,2.326872833,2.293043669,4.919772693,6.242283267,7.169157432,7.978936677,7.858366241,4.89782495,5.195946202,7.356256449,7.283045211,8.870581003,8.241033365,8.086891371,13.07862675,7.178929856,9.322153121,7.434234768,8.115728729,7.788929511,2.625731381,7.534142871,9.157101335,3.407575588,3.065021876,3.377184018,"Sepsis"
"GSM1602864",8.210376447,9.091094011,4.910346093,6.15562635,2.167436149,2.663095446,3.528975541,8.345187132,7.944586723,5.446697666,5.623609723,7.961088105,6.650425782,6.883820541,5.28193617,2.375603173,2.218221565,6.813049624,9.008743607,5.379736314,1.861920213,5.315134347,2.257478256,2.47845205,2.270972577,5.337758929,6.422416971,4.906517033,4.239310237,7.780655311,3.645591487,3.658620431,5.798190055,5.560863343,5.31002884,6.480388906,6.4405493,10.37289118,3.621728689,2.394254703,7.924161974,6.543892598,7.935511342,3.287483391,7.638668172,7.24251199,4.781100293,2.12082496,2.354272926,"healthy"
"GSM1602866",9.535442007,10.03235936,5.345218695,6.783212816,3.13743126,7.841905283,4.736048103,9.538054578,8.85318705,2.874358363,2.774556754,12.17382159,10.63590811,4.417631684,2.491842394,4.583959055,6.355763319,7.820436319,9.544599568,6.607138529,2.71491294,9.808110218,6.205120836,2.268703199,2.327724552,4.412868708,6.14181391,7.199018536,5.972660123,7.760326204,4.998824566,5.056664458,6.111859118,6.104599304,7.246127306,7.358117554,7.414204457,13.16766887,5.601277268,9.136991306,7.884876787,7.166007261,7.874879762,2.465572691,7.744866467,8.986106051,3.130302751,3.102689201,3.060550792,"Sepsis"
"GSM1602868",9.468874199,10.07741236,5.9517365,7.492632312,2.496039838,7.864347791,4.467358736,9.313079851,11.10452111,2.84328956,2.652553452,12.15533595,12.29239163,4.242090859,2.238869221,5.922534932,7.86347466,7.292326622,9.232537728,6.440633293,2.794256522,10.9484776,7.274806449,2.703928934,2.374856135,4.392776857,6.095141458,6.166371798,7.441791332,7.697489184,4.255023198,4.934626944,6.819793912,6.667975215,8.518854615,7.802186924,7.785366764,13.21279686,6.420950131,9.11810042,7.673450905,7.597261081,7.777935221,2.567884037,7.57929002,8.642775406,2.7974392,4.236065647,2.816372474,"Sepsis"
"GSM1602869",9.960919141,9.097289135,4.881429437,6.414279648,2.819026149,7.148010543,4.198687941,8.603467132,7.711781256,2.092888927,2.23332502,12.53475978,12.29705168,3.912048129,2.150894084,10.03360448,11.25719698,8.939231375,10.33880335,7.552069327,3.123559783,9.1180418,4.704815307,2.746206994,2.709405273,3.436979555,5.809964546,6.628562536,7.648886726,7.222139303,3.697985924,4.617640887,5.625030438,5.83745856,8.641670899,6.945915521,6.721627888,13.08744687,6.902704329,10.21848475,7.219125687,6.718672686,7.306536258,2.583342558,7.482978542,8.5371789,2.169542508,2.688089917,2.702391645,"Sepsis"
"GSM1602870",8.255959428,8.536801546,4.333481705,5.514442825,2.01229123,2.960880067,3.381179595,8.741510987,7.355769987,5.170488323,5.081694487,7.680582499,6.523136628,6.680860295,5.007452553,2.366150468,1.264276032,6.682599991,8.62619934,5.483315475,2.032055201,6.887120126,2.623973919,2.328686704,2.431218353,3.874072109,5.571153853,5.298371393,4.486844691,7.725075237,3.523205229,4.241373852,4.812645203,4.537087216,5.694908383,5.763021299,6.142457559,10.58631514,3.985285576,2.06421477,7.079773783,6.071113927,7.895064915,3.261834424,7.120634119,7.585091332,3.45782556,2.557570507,2.142339721,"healthy"
"GSM1602871",8.216889407,8.636509266,4.457313137,5.545238537,2.162008018,3.888319816,3.620876912,8.627243014,6.759840268,5.48382536,5.662356619,9.170249699,7.666749027,5.847714766,3.899487655,2.804753797,1.882837372,6.282129875,8.360004281,5.493712097,2.103643755,7.252787362,2.610605002,2.581633579,2.436875029,4.859771893,6.054534653,5.38306773,4.791965818,7.992137462,3.299900957,4.354152597,4.71958841,4.859320375,6.08169532,6.172814708,6.148261823,11.77713358,3.933465623,2.290726233,7.953728111,5.990031928,8.159656805,3.228409805,7.70109114,7.556363295,3.618387953,2.551941846,2.329006044,"healthy"
"GSM1602872",8.04456495,8.510380203,4.780785726,5.733119055,2.504907665,2.821264883,3.616875561,8.53457291,7.624739843,5.860112961,5.761981989,9.270934451,8.27282776,5.641303464,4.303836644,2.280375512,1.056067547,6.295595603,8.315749042,5.339251468,2.106714012,8.042123953,3.761085801,2.937294469,2.080562961,4.322376426,5.809676587,5.590740164,4.334420503,7.465767526,3.023859639,4.058422786,4.481441096,4.747628485,5.350606736,5.67895329,6.096240551,11.49026563,3.710353575,4.355236172,7.359595591,5.90716686,7.879209711,4.040153212,7.403830423,7.554479215,4.456676559,2.462581967,2.566006019,"healthy"
"GSM1602873",9.949572638,9.382093361,5.206834671,6.989443553,3.483250382,8.384884542,3.888773788,8.890162748,8.778378446,2.173062217,2.222050624,12.32754166,12.39795636,4.570080474,2.265547226,6.725196879,9.099216302,8.124405172,9.737090172,7.230546889,2.581964365,9.796029146,5.901081038,2.613688912,2.541127939,3.999704892,4.827572606,7.596552456,7.847420897,7.297941942,3.629755621,4.625011574,5.930185093,6.064562652,8.988560897,7.098331726,7.043584033,13.01077578,7.204897044,9.558159347,6.823449445,6.992318987,7.604979932,2.258829369,6.871232761,9.589667854,2.847841585,3.052167079,3.118812972,"Sepsis"
"GSM1602874",8.381229372,9.081320413,4.944978258,6.216473268,2.327994198,3.016482351,3.591723197,8.208565034,6.231050027,4.871387239,4.756050356,8.154419853,7.271434977,6.054330889,3.790041506,2.017591458,1.162989051,6.471778332,8.550168736,5.342230056,2.204508782,5.495963572,2.539950801,2.510299916,2.264982931,3.927056087,5.779791463,5.094926705,4.345535585,7.124951718,3.595882242,4.499788358,5.233190753,5.309317492,5.920936047,6.561135238,6.604007212,11.06355068,3.714584606,2.931802287,7.242339465,6.58002474,7.317939769,2.99579529,7.288545156,7.421377601,3.744055989,2.471240545,2.310455918,"healthy"
"GSM1602875",8.230579046,9.287628258,5.21926059,6.563116509,2.226360789,3.681607053,4.219494124,8.570464541,6.958093519,5.430806779,5.730291781,7.674382369,7.46198541,6.440538744,4.455923693,1.766524606,1.994011677,6.557323819,8.650046495,5.387566895,1.718181521,6.189913057,2.504468046,2.554402504,2.239621055,5.592627745,7.031493809,4.817525547,4.701916011,7.695581204,3.531986864,4.653866443,5.80356884,5.757136423,5.429016244,6.895532507,6.949150414,10.81040365,4.007863187,3.740185501,8.362583784,6.879518295,8.21776431,3.38506257,7.815216478,7.157300962,4.684678842,2.680776814,1.95652156,"healthy"
"GSM1602876",8.179028426,8.912365937,4.164112611,5.552962066,2.160722932,2.982690486,3.098700316,8.296391886,6.264729029,4.856564795,4.863985573,8.384406983,7.545851747,6.440866506,4.366836224,2.345612078,1.319206415,6.861313419,9.012677753,5.446059867,1.950566065,4.485567282,2.284959532,2.267143496,2.413329977,4.599482957,6.285662478,5.173436757,3.50010641,7.351496189,3.55039622,4.1328543,4.245592855,4.852806607,4.897400805,5.578704557,6.186234054,11.19316792,3.378430857,2.742152206,7.690546643,5.945040883,7.73437815,3.239518107,7.654683912,7.552683539,3.846862979,2.312879768,1.502349325,"healthy"
"GSM1602878",9.411398185,9.510596468,4.582894241,6.137820877,2.177840118,5.085979836,3.414739658,8.480264631,9.678509586,3.744898216,3.264919589,10.68172147,11.56560184,5.181141071,2.519778196,8.639540311,10.08590689,8.942291268,10.34883165,7.545634419,3.11291383,8.800381106,4.111626313,2.793549097,2.866986457,4.149796754,6.397063699,6.184945421,6.12843523,7.030501318,3.46306423,4.218762829,4.993537798,4.985558908,7.043342033,6.652969671,6.88414413,12.94968087,5.073616151,9.265881014,7.687750665,6.473001983,7.482716029,3.081825929,7.864692995,8.731253755,3.087003017,2.307912097,2.559049501,"Sepsis"
"GSM1602879",9.501594095,8.221686781,3.592067412,4.363403863,2.498637703,8.321013138,3.45746222,9.042805788,8.548892037,2.35877095,2.370817985,12.57215118,12.31488223,5.144901679,2.268409952,9.771522689,10.07179352,8.160066479,10.05338323,7.361117242,2.695034109,9.5300697,5.119194957,2.941596166,3.356935415,2.280897423,3.330161557,8.381648913,7.037721382,7.08787492,2.348849334,4.230776781,4.172302044,3.956424942,8.709948736,4.844904016,6.080618759,12.86367864,6.053168125,8.423306061,5.236881296,5.273241425,7.560958201,2.501488185,5.293859828,10.08927713,2.28447438,2.703429857,2.936557627,"Sepsis"
"GSM1602880",8.536909798,9.15430663,3.805929561,4.346731182,2.65687155,5.442224285,3.49808306,8.549410194,9.586690763,2.359897455,2.55023243,12.37658393,10.16325654,4.600613995,2.111449799,5.643087277,7.115005644,7.034116578,9.079590876,5.868949037,2.596126998,8.8530179,4.602698996,2.970456171,2.651981216,2.984907895,4.004787225,7.244080704,4.368327397,7.147107412,2.502507685,3.952717858,3.556578577,4.225987638,7.191668868,4.841702894,5.71105764,13.11229877,4.721154628,8.456211066,6.41587167,6.042721542,7.638976508,2.613183582,6.634883646,8.312205417,2.492866687,2.376395052,2.524551489,"Sepsis"
"GSM1602881",9.818357308,8.993468121,4.711513543,6.272816807,2.51195941,5.809178632,4.758711892,9.453055804,9.546330495,3.296988948,3.017793524,11.91323012,9.412753531,3.814692476,2.321415493,7.084770517,7.324914457,8.295386317,9.882545347,7.168933621,2.204773353,8.644477864,3.853632275,2.375747796,2.571823288,4.64360764,6.720671616,7.0449499,7.598384568,7.482264172,4.934361797,5.318024131,5.912106925,5.536799073,8.45127058,6.676276589,6.809765497,12.89918578,6.866526993,7.578457882,7.787691088,6.579053949,7.603916354,2.781575097,7.902226396,8.886383807,3.141679758,2.398181985,2.469680901,"Sepsis"
"GSM1602882",9.871351053,9.082323255,4.799699198,6.552756667,2.617406959,6.319640221,4.745595519,8.921751955,9.264291821,3.766732803,3.091369756,12.16890305,9.800611004,4.60232783,2.654476748,8.590279447,8.985784932,9.018526144,10.33763232,7.826783303,2.337471359,8.930949392,4.367227099,2.807943776,2.681334845,4.938929544,6.95452918,6.678106282,6.874862554,7.788520631,4.411289762,4.851475228,5.983977113,5.443268909,7.848355867,6.670980458,6.796788733,13.02403094,6.163911884,7.951986941,8.011738775,6.822818877,8.153124847,2.752398158,8.233360127,8.636402147,3.242285795,2.939949877,2.582187291,"Sepsis"
"GSM1602883",10.79108964,10.21282152,6.76680806,7.897978914,2.835328993,7.745610452,5.787580421,9.400489013,9.492097221,2.688205755,2.485700184,12.53998215,12.39841149,3.939439069,2.375950761,10.62789726,11.58382341,8.742854842,10.34023242,7.939867921,3.413245171,10.18497603,6.306746197,2.66585968,2.291435989,5.126534189,6.667369811,6.788039144,7.827192366,7.744534025,5.71639758,6.189201403,7.307093077,7.017300647,8.88937108,8.028840649,8.010687848,13.21804067,7.598507004,10.40557869,7.914180886,7.974064062,7.559683381,2.61453027,7.821732824,9.103233981,2.460545025,2.743674538,2.999713446,"Sepsis"
"GSM1602884",8.353035278,9.254312276,5.157235736,6.564780274,1.937387595,2.876901798,3.514648783,8.566434984,7.070357201,5.735686178,5.763150225,7.412509477,6.67646312,7.648596992,5.239311573,2.479240384,1.432747758,6.52797773,8.673974259,5.389076885,2.206654514,5.766447678,2.369803482,2.534516069,2.20403098,5.058931636,6.500736932,5.337600897,4.397372051,7.885458904,3.587767249,4.731362599,6.066256025,5.929229855,5.277842174,6.879529974,7.012899146,11.06206882,4.357921807,1.630099181,7.963146603,7.037896319,7.901727048,3.963856698,7.565078071,7.544326141,4.441790278,2.040835685,1.89352921,"healthy"
"GSM1602885",10.19766563,9.778870835,5.679178617,6.688177095,2.635891171,7.072925103,4.86101073,9.294425248,9.085855014,2.447068412,2.354091294,12.66318266,12.41643671,3.575474355,2.171454388,9.702126642,10.55153362,9.225965485,10.62971743,8.07613099,3.013679745,9.026688634,4.833996768,2.595642881,2.257662509,5.0240695,6.993767067,7.788566879,7.913139909,8.327840681,4.999585459,5.19275656,5.981750721,6.285173937,8.996352536,7.443455011,7.574921327,13.39153121,7.160530315,10.59469635,8.367291459,7.097128316,8.762437925,2.339442446,8.529943459,9.365031496,2.96478487,3.059507137,2.696135681,"Sepsis"
"GSM1602886",9.512111528,7.897544444,3.727268107,5.143277505,2.470552861,6.305019006,4.32465562,9.301084634,8.783730677,2.946964317,2.421806347,11.3281274,11.98323158,4.83013435,2.456393784,4.241945343,5.227192764,8.287534452,10.07024848,7.245998307,2.110421272,8.687831452,4.467394301,3.058175808,2.498975132,4.044414831,5.282399682,7.450165177,6.953120645,7.400392123,4.112509873,5.088754728,4.012665136,4.667079472,8.016100188,5.777198438,5.797301962,12.60855837,6.08475547,7.877263658,6.728646116,5.543732376,7.522947863,2.543472632,7.051621925,9.196010863,2.826673318,2.609054326,2.401277252,"Sepsis"
"GSM1602888",10.15037419,9.444086988,5.426235911,6.619731816,2.678653834,6.870164594,4.307255907,9.411122525,8.137653337,4.480147883,3.977285216,11.7461635,8.859970268,4.580136879,3.246413771,8.004597857,8.989172912,7.519948946,9.980391075,6.954244777,2.54135333,9.049590499,5.149821899,2.799210568,2.19882117,4.98545205,6.643601736,7.08847084,6.958730954,7.629758076,4.87079666,5.556721852,6.132093725,6.123893485,7.903255771,7.08687226,7.084796891,12.65069807,6.151573962,8.142315171,7.846327967,6.995548179,7.784471851,3.05893376,7.748381818,9.180332076,3.075249639,3.042923406,2.623038224,"Sepsis"
"GSM1602889",10.19858196,9.558401185,5.172574311,6.653620331,2.679663347,6.676706085,3.842351314,9.026618278,7.131784911,3.039221315,2.713816397,12.60252479,12.20819238,4.099501036,2.398571124,9.654698747,9.913766106,8.998226657,10.66906992,7.40445616,2.329979895,10.30361875,6.498275897,2.503531849,2.42862486,4.986270614,6.217210108,7.42245631,7.750830656,7.790541625,3.825048209,4.466670658,5.974648382,6.032356066,8.769494639,7.070420069,7.046051234,13.26813684,6.875138472,10.6010988,7.758709785,7.016764831,7.988152556,2.752482274,7.723091287,9.862038561,3.252836511,3.191058708,2.961950659,"Sepsis"
"GSM1602891",8.331388874,8.940458731,4.610241345,6.266873042,2.538748575,3.939530882,3.441122352,8.73602701,6.446468793,5.127531878,5.119834895,9.479835771,7.903463859,5.695243412,5.054710192,2.899838238,2.845747382,6.48263861,8.511709777,5.316899902,2.195174597,7.704217475,3.28826631,2.275063056,2.352219936,4.323782961,5.803693318,5.709053744,4.084412603,7.28333919,3.688348757,4.30288044,5.115832251,5.078118781,5.681670528,6.531530693,6.35695351,10.82068746,3.663757708,4.428983253,7.300920968,6.613379855,7.580170325,2.963908706,7.184026604,7.63404862,3.641180473,2.556621113,2.378801443,"healthy"
"GSM1602892",8.084495674,8.346683757,3.885483744,4.829990658,2.275038901,3.497430123,3.070127875,8.361935769,7.661975885,4.345397709,5.157858259,10.09766589,7.687220787,5.371890567,3.880679215,2.136915003,2.124201407,6.546019706,8.293180046,4.810049879,1.987032016,7.387875345,3.42557674,2.675915724,2.561747991,4.288313002,6.157052206,5.163284294,4.048952062,7.443719829,2.939984071,3.92254113,4.240131719,3.992674917,5.754634056,4.585448106,4.777510206,11.92487393,2.720474162,2.886337355,7.498099304,4.889170943,8.032093439,3.159347054,7.778427983,7.387726054,2.933254905,2.52386979,2.509484589,"healthy"
"GSM1602893",8.740336945,8.828197641,4.750174257,6.174501841,2.442694404,3.597624393,3.553516744,8.561176181,7.557134188,4.737033106,4.594531817,9.890677121,8.722094609,5.414344867,3.500278715,3.043466275,3.394925451,6.488363406,8.505363936,5.749321259,1.84434683,6.530317154,2.448230075,2.359933663,2.571809301,3.854642233,6.047162771,6.139636263,4.66817472,7.409848743,3.622594017,4.769836001,5.064837337,5.380405371,6.194820322,6.355079434,6.46558265,11.66657073,4.474261665,4.783689551,7.794848057,6.387980719,7.544059465,3.144361869,7.421951023,7.709186186,3.413699311,2.303637387,2.461317539,"healthy"
"GSM1602894",8.185946642,8.918491848,5.223779838,6.218647532,2.337211432,3.369649861,3.356181932,8.793484875,6.950875409,5.131995055,5.03464995,7.825806508,6.933153527,6.455777368,4.501495392,2.313715537,2.239573533,6.177642718,8.302371926,4.933353678,1.956590119,7.331345462,3.024586985,2.697288391,2.442721091,4.015100034,5.326460597,5.428036455,4.138273431,7.274964055,3.246445347,4.062442965,5.256681685,5.22157,5.422396043,6.423264143,6.468555972,10.47469604,4.37708857,2.48356418,7.383002519,6.399186617,7.683326586,3.163861605,6.910122486,7.287439596,3.78368894,2.427633257,2.014477646,"healthy"
"GSM1602895",7.988861068,8.705624447,4.252764056,5.766814215,2.285750315,3.448992953,4.084815181,8.651682994,7.121129591,5.136837557,4.925706583,8.883136575,7.307460324,5.789838777,3.759053686,2.358213879,1.458320309,6.840456348,8.706332554,5.854422758,2.045137491,7.387532006,2.912021592,2.557454669,2.331593083,4.968173623,6.980651321,5.720375588,4.414784839,7.928621138,3.650952928,4.144527414,4.728368621,4.688711693,5.441894743,6.130031616,5.953097245,11.4108261,3.619079297,3.161611078,8.246643178,6.282073874,8.262682014,3.317090568,8.322413812,7.558536669,4.392718139,2.282835304,2.562681517,"healthy"
"GSM1602896",7.969061755,8.559476305,4.918703124,5.819989418,2.650649431,3.713464053,3.840109926,8.495819667,6.592402717,4.731284868,5.132237882,7.477641839,7.22044746,6.928468817,4.333524235,2.321379712,1.941665925,6.291738483,8.628520807,5.520350026,2.024579869,6.145236332,2.041928705,2.603450434,2.454176015,4.557174597,5.980784462,5.134243399,4.125544708,7.609478439,3.619332579,3.64023899,4.912654605,4.867553927,5.314662489,6.089402426,6.224507013,10.455185,3.904408199,2.359241507,7.509243009,6.182667472,7.897467389,3.272972094,7.259415878,6.869712138,3.669021588,2.476789479,2.306466333,"healthy"
"GSM1602897",8.047216549,8.606090463,4.536727509,5.872144308,2.408307559,3.09058082,3.454703138,8.452215161,6.035087516,5.333044523,5.47351374,6.819766441,6.810242127,6.555994278,5.102097577,2.749236286,1.536965641,6.706555334,8.682804633,5.198720175,1.986353154,7.367506031,3.022941359,2.463528013,2.368138638,3.711539523,5.629863274,4.972899222,3.843612241,7.529763255,3.60365592,4.144058052,5.149809393,5.069248527,5.204625782,6.372783642,6.321893512,10.43202309,4.111558124,1.931501454,7.152566139,6.16398845,7.930649195,3.432315184,7.107241641,7.454390592,4.255596949,2.484668544,2.396393889,"healthy"
"GSM1602898",8.446642124,8.594464395,5.14985216,5.852416497,2.504783669,3.890592534,3.573773431,8.710628596,7.3885998,5.066153186,5.462028867,9.406957496,8.286503877,5.81119124,4.033218186,2.931527128,1.795625505,6.945664989,8.725430694,6.17658601,2.449268217,7.774372458,3.438212082,2.638916202,2.307599451,3.450542408,5.538993797,5.595148301,5.392860721,7.005225406,3.588735885,4.636593189,5.508755301,5.003975829,6.302245459,5.848326584,6.511127709,11.18032023,4.152630898,4.942900228,6.774330654,6.191582705,7.293216633,3.403842842,6.755817513,7.840368365,3.526338366,2.510395446,2.390425789,"healthy"
"GSM1602899",8.656340092,8.880667147,4.562691641,5.927144239,2.016260054,5.346596283,3.604901096,8.738636865,7.453195988,5.142140762,4.865422929,9.316876744,6.976230424,5.809313877,4.008382454,2.830260818,3.162104728,7.20504389,9.159825158,5.469863692,2.00224385,7.338730499,3.368578821,2.496006544,2.213671872,4.744734303,6.292053448,5.862805385,4.659475621,7.629678115,3.404335707,4.521112025,5.023665936,5.154489533,6.402180326,6.415626302,6.224720068,11.63740667,4.429456727,3.031429095,7.759833669,6.04160051,7.966801761,3.412668409,7.553584267,7.808417242,3.984291795,2.338697993,1.975620808,"healthy"
"GSM1602900",8.433605403,8.998524813,4.755392632,5.740681436,2.710702502,3.385849078,3.434159206,8.62882088,6.298891661,5.399286217,5.378874869,8.7842226,7.376766328,6.324475878,5.413936647,2.802004111,2.447891607,6.934464389,9.04679737,5.894014078,2.14345003,6.756209352,2.824914312,2.421190471,2.413876789,4.546119006,6.518999242,5.668276057,3.982946943,7.479494906,3.554660261,3.542975625,5.072915084,5.059667737,5.359839434,6.09168213,6.085007433,11.35338196,3.771795365,4.899274294,8.043282175,6.399976663,8.06051952,3.639507288,7.695441625,7.48219756,3.488927688,2.429119128,2.61274897,"healthy"
"GSM1602901",8.230215599,8.862232588,4.469014719,5.920764966,2.525495239,3.501531663,3.511251597,8.488138285,7.642930976,6.376018873,6.141279401,7.767775162,6.542767715,7.088660293,4.660748055,2.144511495,1.57854294,7.228375813,8.914483294,5.58719755,1.976226403,6.885487123,2.625141308,2.357623079,2.376608647,4.172058518,6.031664828,5.621269707,5.089238355,7.206899842,2.876989007,4.255581197,4.843014062,5.43315708,6.054539351,6.306942528,6.371048132,10.40515466,4.201544604,1.579956951,7.477140512,6.196305134,7.746376102,3.456606051,7.20573565,7.607595507,4.328808583,1.995225995,1.974376176,"healthy"
