"Sample","MAPK14","HIF1A","HIF1A.1","HIF1A.2","SOCS3","SOCS3.1","MYD88","MYD88.1","C3AR1","BCL2","BCL2.1","S100A12","IL1R2","GATA3","GATA3.1","CD177","CD177.1","ITGAM","ITGAM.1","ITGAM.2","IL10","FCGR1A","FCGR1A.1","BCL2.2","BCL2.3","HMGB1","HMGB1.1","MAPK14.1","MAPK14.2","HMGB1.2","MYD88.2","MYD88.3","HIF1A.3","HIF1A.4","MAPK14.3","HIF1A.5","HIF1A.6","S100A8","MAPK14.4","ARG1","HMGB1.3","HIF1A.7","HMGB1.4","GATA3.2","HMGB1.5","MAPK14.5","HMGB1.6","FCGR1A.2","FCGR1A.3","Label"
"GSM1602957",8.292912768,8.400030678,4.11112101,5.450956556,2.624171542,3.511862627,3.730348261,8.666056726,6.60502233,4.511882979,4.601913534,9.509108241,7.623606075,6.178043711,4.39263697,2.876989048,1.674793361,6.161464326,8.213258329,5.103248493,2.217802317,6.744623621,2.447692972,2.266957826,2.107050461,3.655047344,6.180346934,4.92530214,4.696828687,7.94389734,3.241140686,4.459849756,4.912512471,4.502650459,5.687229501,5.668740815,5.707251814,11.36170643,3.843842374,4.765022824,7.503317921,5.683549163,8.134724563,3.308166371,7.20908967,7.668126157,3.615210231,2.288365454,1.995467262,"healthy"
"GSM1602958",9.686245303,9.59945456,5.596760404,7.243619327,3.431614997,8.390778678,4.558851306,8.551123549,7.774616745,3.322231795,3.283249534,12.5212193,11.85321583,4.904516805,2.557263227,6.548766754,8.851275075,7.519667534,9.468960629,6.536812692,3.13745982,8.07052539,3.474308894,2.613499324,2.260212883,5.989392638,7.726372476,7.055342655,7.969070645,8.602997501,3.602846295,4.971508678,6.570351078,6.557834392,8.856201627,7.60141999,7.522779316,13.18452388,6.948421083,10.2164622,8.591268007,7.417774516,8.513015725,2.870073371,8.644504765,9.04029722,4.476438101,2.38211449,2.737213496,"Sepsis"
"GSM1602960",8.61230349,9.015548119,4.762783893,6.013542602,2.376455814,4.94672729,3.548602573,8.686942576,6.776715649,6.22921952,5.62440416,8.504886835,6.964556939,6.4204443,4.354716491,2.817347684,2.691403622,6.791113373,8.833662623,5.43886385,2.040110911,6.568338766,2.869009246,2.612145936,2.316714531,5.175842619,6.468781834,5.50844894,4.636609395,7.562255818,3.464568897,4.302001466,5.296011592,5.42897118,6.095398229,6.162549468,6.18027522,11.20898249,4.374408291,3.63917484,7.909682714,6.166251785,7.633991639,3.358821679,7.948448745,7.940133204,4.457809238,2.334378401,1.900417336,"healthy"
"GSM1602961",8.386235955,9.03240153,5.557831862,6.573920382,2.403400278,4.808804503,3.352113286,8.731437204,7.180728845,5.880778091,5.855764176,7.509859079,6.872460294,6.151740104,4.584402546,2.977043263,2.840475356,7.181102906,9.303253118,5.591453765,1.831795729,7.848785941,3.164625077,2.300273461,2.096655808,4.54792744,6.334809946,5.093719867,4.520752781,7.518219191,3.765191224,4.084427041,5.819945392,5.220269188,6.153414685,6.605607168,6.926471212,10.86665488,4.726819433,2.402407197,7.479356303,6.670549253,7.905644741,4.115405268,7.541955806,7.509506163,4.07722462,2.442888927,2.587707718,"healthy"
"GSM1602962",7.641354238,8.441162954,4.362921882,5.333427071,2.466435348,2.626480217,3.34640037,8.066917848,7.382310994,5.722721062,5.757851769,7.639702326,6.865875985,7.049497954,5.133472029,2.320078597,2.145974371,6.65651964,8.915341942,5.305141026,2.257623048,6.169184203,2.677310082,2.409214333,2.675035777,4.762490383,6.266923423,4.983953573,4.154160039,7.570232079,3.207801065,3.636646282,5.076391847,4.434824109,4.843647488,5.644811766,5.418506498,10.7309928,3.51195823,2.434524334,7.676965088,5.702800087,7.915198192,3.294773638,7.554758918,7.137867042,3.3505194,2.217717011,1.79852014,"healthy"
"GSM1602963",8.352109439,8.985074942,5.204945972,6.364094373,2.163253153,3.392142937,3.761899105,8.399498495,7.345029871,6.225838252,6.033254497,7.282189379,7.124555335,6.142466565,4.442882467,2.424780428,2.017365791,6.239456726,8.561558311,5.29955583,1.955813639,6.713646139,2.966301126,2.466681098,2.426857457,5.062005268,6.422837829,5.43766575,4.799504023,7.773752592,3.931062505,4.377506229,5.536177643,5.300866516,5.714739611,6.329263762,6.661701919,11.0562146,4.227690713,2.180478871,8.014399615,6.397831704,8.115184568,3.524824166,7.784503782,7.477493197,4.490487801,2.396202884,2.043977962,"healthy"
"GSM1602964",8.659855952,9.280566191,5.238579522,6.37794154,2.379037231,3.586595554,3.920024136,8.60912005,7.974158253,5.299994751,4.963503679,8.967252046,7.811402321,5.74870695,4.889735911,2.738582349,1.977216731,6.936170007,9.001380816,5.481997839,2.299337995,7.312306779,2.700645066,2.614785074,2.397089084,4.739156397,6.703611856,5.316913843,5.171402817,7.416695122,3.747509214,4.14439488,6.027283417,5.583924236,5.945853701,6.69952816,6.7329636,11.21409676,4.221636463,2.903164911,7.867914713,6.776997071,7.793051058,3.302974389,7.603023977,7.629241962,3.270481186,2.197067878,2.493691565,"healthy"
"GSM1602966",8.306799971,8.800855352,4.996467754,6.004587282,2.057479514,4.766161741,4.383485738,8.544752468,8.035841561,5.492989333,5.415188524,10.35988902,7.960559616,5.526592213,4.274490747,2.659902986,2.188146217,6.891118507,9.086399504,6.010457091,2.104469996,7.237681886,2.944570029,1.995291277,2.052725782,5.718545516,7.666522397,5.359952457,4.782480477,8.241001444,3.948766389,4.460520178,5.234677331,5.276502207,5.80689381,6.513338895,6.727066389,11.9827349,3.955451308,5.8980937,9.171507948,6.397954591,8.529575879,3.687509276,8.870942895,7.4794307,4.938534064,2.540025916,2.396574863,"healthy"
"GSM1602968",8.869228182,9.609914208,4.326810681,5.958440087,2.738516829,6.661567181,3.006568472,8.299002855,7.812890442,4.71202644,4.264752604,12.36779,11.28121992,5.87282522,3.168637068,7.316433993,9.351901477,7.623779284,9.372095688,6.158850085,3.19778944,8.075405996,4.093240386,2.460275104,2.394523588,5.743443821,7.398598181,5.989944829,4.92089551,8.257478504,3.023652664,3.482566721,4.921546707,5.524347494,5.961164582,6.65616954,6.787950422,13.15254296,4.43757921,8.469288023,8.873471365,6.703371071,8.708124564,2.879840197,9.018774793,7.918984094,3.5192918,2.605055139,2.499418159,"Sepsis"
"GSM1602969",8.160351448,9.055135653,5.048482907,6.437053076,2.372869239,3.527239463,3.817054343,8.453830018,7.541552444,6.101087289,6.077309498,7.678129024,6.715069263,7.1242607,5.849427171,2.435891047,1.89031978,7.117237155,8.987444809,5.566665843,2.141803502,6.774545422,2.463125163,2.419957092,2.205487469,4.619837192,6.141793655,5.503376672,4.774387884,7.286426782,3.458631,4.55524475,5.555104845,5.231333021,5.482286114,6.793361876,7.027430442,10.35426087,4.023586223,2.378906857,7.547062017,6.746730342,7.730464714,3.86822962,7.389247945,7.307501302,4.064768959,2.086412668,2.20222664,"healthy"
"GSM1602973",6.291046684,7.157833613,3.997724023,3.395853756,3.689700228,4.424343307,2.404563951,6.719136113,6.432104061,2.686814761,2.541542708,10.31566864,6.943242494,5.438510288,3.216559522,2.965116307,2.055230386,4.409243299,6.431348919,4.331056623,3.217651345,7.095476196,2.814098325,2.652082476,2.845416754,3.543929932,5.603072225,4.309171463,3.760242753,7.210385927,3.101579464,3.61974359,3.343099828,3.155738897,5.552953738,4.132569173,3.779791008,12.080136,3.522084849,3.446343494,7.474985513,3.613396213,7.792366071,3.365078162,7.548530576,5.761295516,2.534693877,2.291262739,2.527317794,"Sepsis"
"GSM1602974",8.6680359,8.500953357,3.657038267,4.799473563,3.414139195,6.985923383,3.088552958,8.112590068,7.09205627,2.44696112,1.98204193,12.1317992,10.36120335,4.24494738,2.414323006,7.559072829,8.765014476,7.191917534,8.906124371,5.987867225,2.719517531,9.041603495,4.780702043,3.58972972,3.420675845,3.037941461,5.189445497,5.648919282,5.692739205,6.742074823,2.409333217,4.0006654,3.70930419,3.593466471,7.179732002,4.795593225,5.424143158,12.95166752,4.886098814,8.219415143,6.939015078,5.658900689,7.475360875,2.32574034,7.244590929,7.797973992,2.104118432,2.667964604,2.803807334,"Sepsis"
"GSM1602975",10.07461399,9.636753762,6.228416036,7.336973572,2.46696324,7.049355807,5.578508303,9.141442117,8.748173157,3.084556223,3.016278997,12.25787512,10.74947278,4.12588691,2.319545664,9.224473377,10.5464805,8.27492955,9.909503019,7.153053518,2.685181783,9.768304588,5.327486342,1.90653848,2.190228288,5.640271607,7.26697908,7.207439164,7.778583037,7.760280491,5.793570115,5.937332045,6.853574775,6.268371767,8.614648691,7.624353397,7.517784982,13.01820011,7.324877526,8.519193292,8.307132415,7.44176867,7.934550593,2.639533998,8.226184505,9.104187207,3.134503581,3.064134366,2.92002907,"Sepsis"
"GSM1602976",10.28149225,9.88250155,5.718145424,7.519217753,3.288157606,8.582106891,5.039656526,8.879570655,8.158930786,2.036512054,2.05952417,12.62112452,11.59539144,4.091455927,2.251458055,8.96380906,9.750787964,8.760888626,10.21747809,7.508993146,2.925538468,9.939408072,6.161050802,2.556700649,2.311388846,4.307655646,6.795763187,7.481037659,7.155401742,7.6010091,4.762460694,5.092239412,6.655640278,6.676987142,8.336353063,7.924183847,7.745394327,13.1321535,6.521359386,9.33320721,8.137836577,7.623155095,7.976050964,2.349136633,8.169042416,9.242168007,3.028165533,3.048632466,3.109072661,"Sepsis"
"GSM1691861",10.44934179,9.557711423,5.61274133,7.002349327,2.637707554,7.97113485,4.568586725,8.676628288,8.744050284,2.43171715,2.381413542,12.50936713,12.51308567,3.754533448,2.176240226,9.338928834,10.36740226,8.968766269,10.51590647,7.644102952,3.623173991,9.144811284,5.44038289,2.337944073,2.578522665,4.707647227,7.057864708,7.279130476,7.806975569,7.779017312,4.847542754,5.028987242,6.753393304,6.154975961,8.914267211,7.402723997,7.227540358,13.22147787,7.044759597,10.01621696,8.050898451,7.210184962,7.980860229,2.292336959,7.858165039,9.189846832,2.625835149,3.010735866,2.915336985,"Sepsis"
"GSM1691863",10.40716879,9.218939777,5.880016529,6.789769625,2.857111146,8.22497897,4.392853657,9.300539745,9.230276666,3.005793495,3.033230207,12.57796719,12.30826057,4.216638139,2.268438205,8.873544084,9.911295447,9.488468424,11.00256439,8.47205411,2.700661577,9.390439511,4.66888765,2.454574809,2.637723083,3.761971939,5.957219109,7.5488449,7.402404326,8.020431422,4.427995915,5.060722608,6.199078806,5.92140864,8.455080754,7.091118958,7.172256104,12.93576549,6.960888062,9.389809908,7.061728886,6.807869622,7.677430753,2.532939596,7.197356239,9.316473374,2.694961745,2.830291686,2.561374199,"Sepsis"
"GSM1691864",9.364271709,9.682344344,5.363821757,6.782704154,2.805233601,8.216448686,4.010501996,9.096380708,9.198308833,2.539956551,2.93232205,11.62877199,10.40742502,4.252489637,2.34777967,6.254196298,7.926442305,8.127807762,9.739265662,6.752251675,2.202704373,9.546257636,4.695996343,2.690229276,2.870949406,4.141483287,5.825791464,7.156288191,6.826627056,7.625784589,3.811028599,4.384656177,6.249937673,5.716979244,8.026218417,7.205454321,6.948980193,12.82496325,5.867272894,8.090933978,7.117046433,7.08855116,7.853290763,2.699964397,7.190708694,9.195692633,3.031869092,2.574751072,2.391755833,"Sepsis"
"GSM1691865",10.50105251,9.652677712,5.721497468,6.925968551,2.660062071,7.897357079,4.465789671,9.230689782,8.717071922,3.242889949,3.062503357,12.69120166,12.15249729,4.604050755,2.428475269,9.487171822,10.24459024,9.33061872,10.92058621,8.128916328,3.021261832,10.44031999,6.287605228,2.379578794,2.355824627,4.04680589,5.982717793,8.114125376,8.164585581,7.462124178,4.142312859,4.79868979,6.414148131,6.070813291,9.333368751,7.288397867,7.007687705,13.12381258,7.789457187,9.779272894,6.962128974,7.001239501,7.524672227,3.034787992,7.048990655,9.794772504,2.481985149,3.102171288,3.035188368,"Sepsis"
"GSM1691866",9.92915648,8.936753042,4.727159263,6.259776803,2.987841652,8.195752964,4.557612722,8.905691498,7.539674321,2.919192767,2.460505838,12.08573423,10.43432504,4.361845065,2.481759213,8.774352832,9.883368409,8.746322697,10.17598469,7.285995579,2.681958462,9.973638892,6.460459763,2.932867461,2.913269771,3.377244762,5.688891356,7.126865488,7.154574823,7.086383189,4.298319526,5.353599023,5.630638493,5.364317564,8.252315303,6.516685403,6.528234689,12.79194928,6.340664851,8.349099852,6.907707881,6.639947916,7.366946685,2.749939851,7.020077926,9.078026351,2.118044004,2.803691914,3.453030357,"Sepsis"
"GSM1691867",9.097289303,8.862156665,4.027567524,5.421949147,2.440468256,5.421085632,3.458849362,8.570909324,7.862913558,2.86222479,2.980584983,11.56614365,10.93769433,3.735803781,2.227761642,3.175166956,3.539776935,8.322959044,9.912738786,6.456137531,2.439163624,6.382109232,2.434309446,2.523612193,3.035092536,5.227280306,7.093995846,6.18705151,5.641764319,7.852092732,3.40585767,4.504372167,4.456475548,5.071275088,6.640539066,6.117646586,6.156204148,12.88060792,5.231424705,9.629906638,8.353728972,6.238069024,7.968131507,2.496337778,8.312111926,8.165619894,2.817980411,2.308307585,2.310280272,"Sepsis"
"GSM1691868",9.04018671,8.699915579,4.099656482,5.171640233,2.439514337,3.295649861,3.620959665,8.581600597,6.620812001,3.085452292,2.979608626,11.57873576,10.65125376,4.916695267,2.710614025,5.307806216,6.398576224,8.034000793,9.495574187,6.623735897,2.215091658,7.281544286,2.182630141,3.030093247,3.336608264,4.176108239,6.317061591,6.485469818,6.226114528,7.594849526,3.596820666,4.890298442,4.198088447,4.667836145,7.492839804,5.832101838,6.183899367,12.74568537,5.370169678,5.720777663,7.916946642,5.960388802,7.919973891,3.076065594,7.749995607,8.471119156,3.011709033,2.424929698,2.515529052,"Sepsis"
"GSM1691874",10.22378096,10.17132614,6.974572936,8.231763274,2.720061556,7.190401394,5.105278853,9.426167599,6.803633775,2.635211728,2.332230891,10.45109623,11.61063157,4.099250909,1.874690552,5.454704645,7.444992153,7.83052225,9.312110181,6.61390418,2.299480352,9.380732015,5.599683427,2.791057403,2.416040893,4.432519952,5.929913838,7.053864142,8.276006432,7.15524923,5.774486296,6.139233791,7.793433578,7.255573485,9.20897442,8.262574294,8.435209217,12.44796083,7.773437942,9.285801173,7.184167193,8.262030621,7.307800071,2.537997821,7.012880362,9.489589212,4.161162528,2.909045354,3.385570783,"Sepsis"
"GSM1691882",11.03896002,10.36877553,7.452616875,8.534992372,4.263939417,8.684881936,5.923312797,9.340723259,7.601442482,2.715731529,3.152918911,12.53761049,11.68297035,4.16193356,2.765718635,9.225586612,10.85984857,9.191231822,10.78081417,8.493604967,2.874997245,10.36349674,6.757210691,2.020189719,2.050667555,5.395546094,6.514258397,7.572380468,8.629473771,7.777007178,5.866164894,6.282055432,8.098977615,7.846037059,9.39440962,8.710600757,8.801696302,13.18447196,8.228366185,9.616776256,7.437959115,8.593215869,7.406581836,2.145592722,7.560708601,10.18955093,4.017118506,2.921447803,3.591797922,"Sepsis"
"GSM1691893",7.572351906,7.80230193,3.744451671,4.179293273,2.525440687,2.871905639,2.638540999,7.149592372,8.088854995,2.970048632,2.713031701,10.13120565,10.34868493,4.347550168,2.726690118,7.476189365,8.692431104,6.319055309,8.637006563,5.438233878,2.507327376,6.135440857,1.983592456,3.079991437,2.786235954,4.785015689,6.175621911,4.668804115,5.318269154,7.445198175,2.268393992,3.366789079,4.034453326,4.04729573,6.820382392,4.979254544,5.532788295,11.63708217,4.529918825,7.068889785,7.936900793,5.461139989,7.81147054,2.668212571,7.818992925,6.632450996,2.528801146,2.328609525,2.103865092,"Sepsis"
"GSM1691895",10.04322366,9.185765487,4.901453748,6.272548888,3.122931284,7.545119304,3.966712684,9.334502013,9.14776354,3.106829985,3.135335232,12.27258033,9.330094644,5.023982143,2.293414513,9.416251834,9.923916419,8.322628367,9.92897996,7.317792298,2.833749662,9.831225298,5.122273215,2.74118297,2.702950903,3.303807468,4.654470759,8.118996278,8.105577505,7.232642918,4.061744435,4.456681808,5.769296281,5.850434953,9.071646786,6.962175077,6.910068933,12.89172881,7.21801527,7.195199194,6.397388129,6.686396738,7.666401948,2.460270588,6.8397563,9.722993126,2.293644642,2.882495866,2.686651764,"Sepsis"
"GSM1691896",9.724048837,8.281377182,3.491778103,4.100214187,2.83079863,7.76729864,3.36951291,9.005392687,7.749118379,3.204030029,2.930873637,12.42377412,11.43535766,4.31597301,2.288387595,8.859375523,9.053861184,8.555088285,9.988694436,7.204589446,2.258505061,9.489192342,5.808622787,2.74562758,2.837662662,2.264876614,4.325837041,7.919751135,7.01728386,6.994509136,3.289066066,4.897125656,3.499520337,3.953116056,8.203923533,5.151859864,5.290541708,12.94246208,6.165629428,7.701491578,6.096259069,4.923013913,7.650352804,3.086633892,6.920331287,9.548159302,2.630763409,2.543462609,2.263561567,"Sepsis"
"GSM1691900",8.916830147,9.166257652,4.36045153,5.109877462,2.564745356,3.777088768,3.29116691,9.51014582,10.28363638,2.861594308,2.875224198,12.16574936,10.80926162,4.558493131,2.453831662,6.302526808,7.572429168,8.047787748,9.746665877,7.176477155,2.519362144,9.828738842,4.81083392,2.840195043,2.388075162,3.649430371,3.287342495,8.022051093,7.073524834,7.574356955,2.412094741,3.982731312,4.186898552,4.566743039,8.386768232,5.900256103,6.248214145,12.97674502,6.385995427,8.228679068,6.212409259,5.913717246,7.831000511,3.34530413,6.643808328,8.941845571,2.302245721,2.242692094,2.57174942,"Sepsis"
"GSM1691911",9.563468868,9.082165797,4.433899599,5.824675071,2.483721349,6.754776458,3.893986437,9.383849544,9.683244059,2.946754847,3.147139643,12.33849468,11.15172234,4.005996287,2.444315271,9.214132007,10.35536822,8.213774214,9.854618506,6.840686986,3.130597069,10.02657111,6.470189915,2.601168202,2.795191998,4.162174453,5.559466854,7.143280606,6.668478168,7.727455308,3.584462564,4.962796127,4.724813624,5.20749755,8.043520111,6.342804409,6.56213714,13.11510001,5.919781137,8.597742683,7.282141449,6.351313352,8.04899192,2.668555188,7.359489841,9.512030412,2.426964916,2.75542412,2.556251326,"Sepsis"
"GSM1691915",9.61770875,8.489355885,5.260138877,5.868808354,2.428137676,7.297032964,4.316817987,9.14654119,9.63042705,2.478822061,2.404907144,12.43741324,12.49250596,4.041879764,2.095608678,8.510009807,10.12313464,8.680124629,10.27222325,8.003031747,2.906007805,8.882742487,3.90165889,2.565674058,2.430382699,3.038649749,4.432965621,7.744444224,7.417641403,7.128240696,3.710852635,4.943999085,5.363183439,4.953750181,8.465745759,5.957814023,6.282986942,12.76603567,6.23216292,8.141329762,6.293740858,6.005718764,7.432792009,2.748626843,6.228247963,9.710157511,2.551891075,2.481303624,2.542461357,"Sepsis"
"GSM1691922",9.848695933,8.937989232,5.053804543,6.116211368,3.333553912,8.373169502,3.974998,9.072181601,7.718972877,2.979930913,2.401554595,12.30899318,9.97543998,4.271071791,2.268287311,6.167828149,8.072168797,8.313483845,9.890230746,6.863571418,2.564726653,10.25074037,5.978120819,2.710455889,2.973688291,3.402075047,6.35562697,7.025765323,7.136772087,7.450867495,3.579040242,4.854954101,4.452583619,5.594226623,8.158144757,6.437669422,6.570685108,13.0034419,6.166759395,8.017525493,7.647600238,6.726528845,7.927147047,2.713007884,7.647475805,9.275882557,2.76999785,3.579872351,3.556287238,"Sepsis"
"GSM1691923",9.367151584,8.841608011,4.218702777,5.316052874,2.360608881,3.492003204,3.098987991,8.742181637,8.657664403,2.998013426,2.953453654,11.28145902,11.14312029,5.918222664,4.304270658,4.334274124,6.353605717,7.793776011,9.572260505,6.28106308,2.141284148,8.707767733,4.882049245,2.380294316,2.51307875,5.769991464,7.186971545,6.682144233,6.270584871,8.413198271,3.311242566,4.153297644,4.158414997,4.876671772,7.136963872,6.037352013,6.312405449,12.82664442,5.142190689,9.285424496,8.913053268,6.234576738,8.890436829,3.77626018,8.735629852,9.188760424,4.206654841,2.582869067,2.507062412,"Sepsis"
"GSM1691928",9.522033093,8.417041751,4.280488615,5.828885029,2.350317778,6.159108424,4.470337552,9.332191717,7.172712133,3.731258357,3.455507821,12.16467323,10.36393472,5.025089727,2.549628589,7.58427574,7.25988353,7.875496017,9.635051418,7.096189619,2.370116537,9.164457014,4.228673715,2.573120443,2.071686205,4.826841411,6.082081971,7.200059725,7.167848175,8.217684797,3.922596186,4.560985294,4.559959957,5.077900195,8.324550495,5.799930912,6.207693176,13.01400007,6.605772074,7.623767805,7.583293161,5.923477972,8.193885593,2.432339391,7.63565528,9.214638988,2.916758699,2.908162214,2.564718304,"Sepsis"
"GSM1691935",10.49817662,9.129644663,4.96863392,6.612622288,3.046886899,7.352352708,4.10889465,9.19669055,7.95214864,2.794716097,2.890966157,12.31577231,11.37048241,4.425797848,2.177272593,9.587784805,10.95254555,8.969472396,10.39481512,7.272327142,2.616785679,9.797254755,6.938200861,2.69988916,2.726667449,3.80893163,6.130683004,7.045867458,7.567059497,7.574082416,4.900635725,5.482351415,5.686433192,5.754757483,8.684718922,6.754167141,6.932639822,13.00363461,6.744110229,8.951310593,7.57980771,6.923179989,7.696691315,2.340636461,7.275135987,9.267291432,3.034296098,2.913009542,3.783337884,"Sepsis"
"GSM1691944",8.800296189,8.686703781,4.1617636,5.381841158,2.632738122,5.516862092,3.152436443,8.602976636,8.095438703,3.054399783,2.733356806,10.83684575,8.475442707,4.84265762,2.643233118,3.603519712,2.91491011,7.628990183,9.247278223,6.454569948,2.26651742,10.38677908,6.137717963,3.056263956,3.051293508,4.747353276,5.600440686,6.866972725,6.2069057,6.868059102,2.839748347,4.112487855,4.883930492,4.450162509,7.221939628,4.980276104,5.585695017,12.2892585,5.450798625,4.357319496,7.287854682,6.041833516,7.73909051,2.801843595,7.150374927,8.904452403,2.335015136,2.949503163,3.74238458,"Sepsis"
"GSM1691965",10.06592701,9.076432999,5.032783556,6.288979895,2.393130291,6.957533139,4.878681602,9.448197794,10.26601102,2.851618367,2.611015749,12.24057702,10.99344167,4.382123819,2.137014509,8.289173326,9.862791659,8.71453544,10.18393844,7.251883024,2.279681641,9.033644899,5.503215324,2.253118448,2.340468203,4.385332625,5.950000588,7.712960734,7.560510733,7.372116504,4.949841924,5.363663306,5.815854026,5.539471146,8.527352418,6.832405348,6.651103282,13.01165498,6.948839144,8.856829156,7.398759081,6.628757518,7.608465285,2.52563222,7.436596292,9.626027803,3.048761583,2.575684259,2.745194696,"Sepsis"
"GSM1691977",10.01371316,9.797479298,5.885803283,7.311218167,3.562243239,8.175953719,4.919556076,9.433559504,9.968416849,2.795657585,2.505151084,10.73291882,11.47639317,4.534147408,2.371597085,9.221412025,10.77332661,7.725498914,9.460703361,6.657189452,2.775775285,10.08795619,6.694139794,2.783972619,2.532255495,3.712587548,5.119991989,7.346537994,7.837852529,6.913957254,5.033413585,5.469479344,6.823011614,6.41854696,8.915069243,7.572395446,7.538669906,12.56158359,7.239844724,8.379885202,6.906522637,7.529639537,7.140581424,2.602707475,6.823348597,9.466643876,2.649200901,2.796671837,3.841577656,"Sepsis"
"GSM1691981",9.768096133,9.912851698,5.935195788,7.366808774,2.608646588,7.246005657,4.01208242,8.701547648,8.988582047,2.998433173,2.31734248,12.29080176,12.1489328,3.981234579,2.119996224,7.769689434,8.878907055,8.437503627,9.862303452,7.054875732,3.031164255,8.556669901,3.66911396,2.396382319,2.443501119,5.125124312,6.8309583,6.511985446,7.35069911,7.801207353,3.714062814,4.668873496,6.633320694,6.590546524,8.38627415,7.651311663,7.663544946,13.13656228,6.444696898,9.757496488,7.97290205,7.622905527,8.032184123,2.758569437,8.194272972,9.20764643,3.544792009,2.523529743,2.879994898,"Sepsis"
"GSM1691984",8.123053746,7.675851244,3.614798206,3.934022289,3.175543342,4.338075084,2.878085113,7.003712419,7.326510737,3.186287917,2.946823051,11.40305295,10.09239815,4.107406397,2.257043129,5.350366574,5.623968999,6.342660855,7.763075754,4.581190405,3.211544386,6.57312799,2.718057495,2.913775779,3.334002116,4.010360875,5.432735024,5.590569759,3.605285256,6.615191578,2.445724277,3.895856816,3.347170726,3.512829929,5.79860843,3.547113922,4.635964605,12.49872899,3.253868203,8.365506919,6.826023986,4.993648877,7.196680631,2.622853117,6.940375407,6.717863938,3.050329131,2.504472847,2.52971797,"Sepsis"
"GSM1691987",10.38529231,10.14586545,6.616405218,7.371793638,5.151892372,9.063810978,4.986566814,9.113768756,6.485544079,2.184442231,2.354063571,12.70530627,12.47836853,3.78665922,2.503070333,10.38605177,10.89151301,8.68609069,10.31689123,7.62988599,3.234302541,9.58727098,5.399867778,2.450424494,2.205824225,5.242556552,7.013925434,7.991995396,8.119138165,8.517392218,5.306898178,5.616204208,7.024809188,6.780422195,8.95426203,7.988838394,8.105090863,13.3597323,7.543295347,10.07182751,8.389683081,7.697023459,8.46871603,2.352356781,8.413995389,9.808060897,3.583795685,2.589616447,2.518092832,"Sepsis"
"GSM1692005",9.416189043,8.532486411,3.897646254,4.85543129,2.687079622,5.625411287,3.792839605,9.391363149,8.700447904,3.520904164,2.90507702,10.10953045,10.27594722,4.737597329,2.530449685,7.450364279,8.903454289,8.425846232,9.959700771,6.919475884,2.027341273,7.601399524,2.909293683,2.724608927,3.395090343,3.398643422,4.178110854,7.357347753,6.357795879,6.923805856,4.254157844,4.96230461,3.97884921,4.653093663,7.409446906,5.511662544,5.955193511,11.88337976,5.628509873,5.021241202,6.618466928,5.555405176,7.063981456,2.620227423,6.500078602,9.020806363,2.715398628,1.844285685,2.330913237,"Sepsis"
"GSM1692007",10.06989002,10.05475202,6.431608525,7.661923864,3.128811207,7.463257741,4.186822721,8.726713099,9.418801201,4.70004712,5.221900421,12.44941612,12.17193904,5.028962766,3.079982226,9.956878853,11.11235701,8.528730255,10.07585265,7.203797984,3.174609135,8.876851936,4.512113816,2.45441533,2.409289914,6.172213152,7.507889756,6.199635858,7.147351644,8.110560112,4.387031165,4.855631883,6.893345896,6.779888456,7.935304896,7.883952701,7.981789924,13.00882288,6.24062068,9.990845446,8.625792064,7.98776862,8.316024497,2.770324516,8.585539171,9.256835389,4.574090087,2.544168832,2.395610874,"Sepsis"
"GSM1692009",9.563435833,9.388761566,5.686252227,6.86508209,3.82355879,7.761903326,4.805909858,9.315340755,9.964319811,2.859749076,2.514926843,12.32919059,12.26608519,4.558203768,2.934984913,9.019180616,9.266825037,8.365063128,10.13778578,7.403715663,2.83969486,10.00076857,5.517277868,2.39696444,2.522450881,4.64383977,6.492657958,6.951565902,7.620106055,8.432234961,4.165770037,5.249780115,6.693986348,5.816786108,8.724775559,7.309384608,7.20058014,13.05396301,6.998060165,8.735905307,7.926038537,7.204907934,8.512563269,2.459841454,7.914914171,9.121045175,2.838840212,2.930784472,3.020140421,"Sepsis"
"GSM1692019",9.608006177,9.529608785,5.766170654,6.915564034,2.883318277,9.06795151,4.044965247,8.89882304,8.587200137,2.682690491,2.857702362,12.0845357,11.66102908,4.568262708,1.989341012,9.070763805,10.00690603,8.892799681,10.26726286,7.481535758,2.583509014,10.07192889,5.556477235,2.517288783,3.068672888,3.612418715,4.667071904,7.234631,7.261224328,6.526970239,3.428539962,4.989942795,6.180064283,6.401333567,8.370732709,7.561438072,7.4346206,12.84733796,6.658505008,7.749241328,6.603146446,7.140765075,7.032281066,2.384921832,6.872875865,9.570712722,2.533295779,3.212408191,2.955708614,"Sepsis"
"GSM1692029",9.619980621,9.354401191,5.252575377,6.237605336,2.349473132,5.743462643,3.421303005,8.606670534,6.048540488,2.201899819,2.355784737,12.56620025,11.71915923,3.874021557,2.227544863,7.029107061,7.615396405,7.827365882,9.574982496,6.824632101,2.600151116,8.188803063,3.056049194,2.77868327,2.192481948,5.885472662,7.435691188,7.196276474,6.559585346,8.538316754,3.539153164,4.461302502,5.467358377,5.918622334,7.632071933,7.035054651,6.927563695,13.12186409,5.693590875,10.38032469,8.888440718,6.658329633,8.716255598,2.387730887,8.926797445,8.982474773,2.739657,2.384917625,2.286514157,"Sepsis"
