"Gene","Mean_Sepsis","Mean_Control","Direction","W","p_value","effect_size","adjusted_p"
"MMP8",9.31863982872344,6.86033264398568,"Up_in_Sepsis",1201,2.18097240918902e-09,0.976954732510288,7.96054929353994e-09
"LCN2",12.3686174876921,8.26904918940079,"Up_in_Sepsis",1200,2.32002817572022e-09,0.975308641975309,8.06485984893218e-09
"ITGAM",12.2402494085304,10.7593823729259,"Up_in_Sepsis",1190,4.28691492759594e-09,0.958847736625514,1.42247631688411e-08
"CX3CR1",10.6225026307685,12.8072051192929,"Down_in_Sepsis",38,9.3815811900243e-09,-0.937448559670782,2.97763229074684e-08
"OLFM4",11.8564827341439,7.45302874599629,"Up_in_Sepsis",1166,1.79635901881255e-08,0.919341563786008,5.46392534888818e-08
"ELANE",10.2055879263405,7.60533166558591,"Up_in_Sepsis",1144,6.3534586790338e-08,0.883127572016461,1.85520993427787e-07
"CCL19",7.0222741939769,6.88629460548402,"Up_in_Sepsis",1093.5,1.1736006480616e-07,0.8,3.29510951186527e-07
"PTX3",8.21014106855373,7.39435871772922,"Up_in_Sepsis",1132,1.24019794868809e-07,0.863374485596708,3.35312778719374e-07
"TLR4",11.4516553150196,10.4189833888568,"Up_in_Sepsis",1018.5,4.29520577731817e-07,0.676543209876543,1.11982150622938e-06
"C5AR1",12.146943465929,10.8999904161199,"Up_in_Sepsis",1106,5.03132328390049e-07,0.820576131687243,1.26650551629219e-06
"IFNG",6.91537503668501,7.01700462583155,"Down_in_Sepsis",157,5.60501889619275e-06,-0.74156378600823,1.3638879314069e-05
"ICAM1",9.07360384194131,8.49548519885134,"Up_in_Sepsis",1057,5.87953889320166e-06,0.739917695473251,1.38453657807652e-05
"MYD88",12.6985902632358,12.1557700572345,"Up_in_Sepsis",1028,2.25442358481305e-05,0.692181069958848,4.98705823307128e-05
"CXCL10",6.92884262437599,7.02804692955887,"Down_in_Sepsis",229,3.51657828007393e-05,-0.623045267489712,7.55030042486462e-05
"CCL2",6.88907009015049,7.01074564039902,"Down_in_Sepsis",200,4.010556437271e-05,-0.670781893004115,8.36487485487951e-05
"IL6",6.89478283384346,6.92960444878312,"Down_in_Sepsis",473,4.37572135108459e-05,-0.221399176954733,8.87299051747708e-05
"PDCD1",8.4594264470076,9.02080831740613,"Down_in_Sepsis",210,6.17648599285595e-05,-0.654320987654321,0.000121860399318509
"HIF1A",9.15220429482937,8.66685073124837,"Up_in_Sepsis",937.5,0.000131125999765577,0.54320987654321,0.000251899946918081
"CCR2",9.35764458236875,9.24476148099521,"Up_in_Sepsis",769,0.0001482024421279,0.265843621399177,0.000270469456883418
"HMGB1",12.2582035976663,11.6612081857969,"Up_in_Sepsis",984,0.000148179391619216,0.619753086419753,0.000270469456883418
"TNFSF10",12.4465218774949,11.9072787055279,"Up_in_Sepsis",938,0.000280565783184366,0.5440329218107,0.000499543955425822
"IL8",6.91398263251585,6.99315288432737,"Down_in_Sepsis",291,0.000303324694120556,-0.520987654320988,0.000527207206447634
"P2RX7",8.19362988915156,8.42945369030905,"Down_in_Sepsis",317.5,0.000697808629723738,-0.477366255144033,0.00115772795385984
"NOTCH1",8.56687348418156,8.2226514217087,"Up_in_Sepsis",891,0.00115742120923003,0.466666666666667,0.00187759440608427
"CALCA",6.87674932550025,6.83110428741485,"Up_in_Sepsis",873.666666666667,0.00194941546677883,0.438134430727023,0.00302781551223095
"NLRP3",9.44588075690055,9.16418245539295,"Up_in_Sepsis",811.5,0.0023085419362844,0.335802469135802,0.0035109075280992
"CCL25",6.8890631319369,6.85924937882229,"Up_in_Sepsis",732,0.005352719431137,0.204938271604938,0.00766173565633336
"TLR2",13.6111150270114,13.2031574953363,"Up_in_Sepsis",839,0.019757230716513,0.381069958847737,0.0257549614697401
"CRP",6.91863574174366,6.94645053955847,"Down_in_Sepsis",468.75,0.0340884238441281,-0.228395061728395,0.0429043955279543
"IL1B",11.2414044912619,10.7799848889865,"Up_in_Sepsis",811,0.0405217969777054,0.334979423868313,0.0501371386334321
"VCAM1",6.8383450207142,6.85718433543028,"Down_in_Sepsis",422,0.0619343110107701,-0.305349794238683,0.0753534117297703
"PLAUR",10.6877114058266,10.4146509331681,"Up_in_Sepsis",764,0.115456879284,0.25761316872428,0.138169707995607
"TREM1",10.3999924899218,10.5219050664008,"Down_in_Sepsis",522,0.214551471550213,-0.140740740740741,0.248607260685168
"LBP",6.85630711213923,6.84150484862875,"Up_in_Sepsis",720,0.258414613608197,0.185185185185185,0.29475416864685
"TNF",9.29602955506174,9.06960454108014,"Up_in_Sepsis",707,0.317809931443024,0.163786008230453,0.351517045383951
"IFNB1",6.86299580504902,6.84598406489618,"Up_in_Sepsis",698,0.363792395763566,0.148971193415638,0.396370819264781
"IFNA2",6.86639791742661,6.86782532262373,"Down_in_Sepsis",527,0.419519285857719,-0.132510288065844,0.450366292170787
"CD14",15.073260164022,15.1042859917132,"Down_in_Sepsis",629.5,0.828242212397335,0.0362139917695473,0.828242212397335
