"Sample","TNFSF10","TREM1","CD177","PTX3","TNFSF10.1","CCL19","ITGAM","IL10","ELANE","PDCD1","LBP","IFNG","ICAM1","C5AR1","PLAUR","LCN2","TREM1.1","SOCS3","CCR2","S100A9","C3AR1","MMP8","IFNA2","CD177.1","CALCA","CCR2.1","CCR7","VCAM1","BCL2","MYD88","TNF","MMP9","CX3CR1","S100A8","CCL25","NOTCH1","IL6","IFNB1","S100A12","IL1B","CCL2","TLR2","NLRP3","HMGB1","OLFM4","CALCA.1","MAPK14","CXCL10","P2RX7","CRP","HIF1A","IL1R2","TLR4","TLR4.1","IL8","HLA-DRA","TNFSF10.2","HIF1A.1","CD177.2","IL8.1","P2RX7.1","NLRP3.1","CD14","CCL25.1","CRP.1","CALCA.2","TREM1.2","ARG1","CXCL10.1","ARG1.1","BCL2.1","GATA3","NOTCH1.1","CCL19.1","S100A12.1","IL6.1","Label"
"GSM7574012",0.75224376,-2.5234036,-3.030277,-1.4409448,-2.0096374,2.4371755,-2.338942,0.31851268,0.8601799,1.2149782,3.4357946,0.1895051,-1.0747969,-0.16160512,-1.8453376,-1.7582178,-1.0537941,1.1966314,-2.5424986,-0.51215076,-0.59093404,0.67293715,3.6342409,-3.1917315,2.9491096,-2.6859422,1.8947096,2.3737593,-0.28721547,-3.0346003,-0.105080605,0.40554047,-0.26075077,1.5342627,1.5051322,-3.302429,0.027768373,2.4660144,0.7784271,0.616487,1.7142084,-1.0439844,0.85279226,1.1674366,-0.99830794,2.4552665,-2.6560588,1.2000756,-0.02914834,3.158753,-2.1787596,-5.247052,0.8910742,-4.1553116,2.0254717,0.013537884,0.001012325,-2.1194255,0.3865018,-1.5898955,-2.0030415,-0.95502317,1.4586306,2.520801,2.5544014,2.0972195,-1.3862066,-2.0198605,1.2112174,-3.7426107,0.09794688,1.4460661,0.87981796,2.751172,-0.54171133,3.6618366,"Sepsis"
"GSM7574014",1.5237248,0.51730657,3.6718714,0.14954126,0.38090038,0.9997742,0.9364176,1.0280342,0.09343338,-0.6990986,0.8932862,-1.6809945,-0.6637223,-1.2344005,0.4146769,-2.0780175,1.2923715,1.0072613,0.8407173,-0.52236176,0.7138698,-0.8287084,1.6383965,2.2069795,0.35752082,-0.65625143,-2.4350615,0.90433836,-3.1159918,-0.34668827,-0.58034515,2.4644594,-1.6190414,1.3650217,0.4353311,-0.7387779,-1.4706552,0.9574051,0.004303932,-0.12929106,0.014705658,1.4724646,1.108644,-0.77835846,-2.2724526,0.9880805,-1.2917705,-0.2061677,-1.1056445,0.6066437,-0.29884386,0.5872724,0.9683876,0.78323174,0.54721785,0.17264128,-0.59168196,-0.9720063,1.8552368,-3.2918987,-0.12984157,1.297556,0.46602345,1.054369,1.0576868,0.61231804,0.93848515,4.1868477,-0.2995119,4.2655582,-2.3384387,-3.2337966,0.5737076,1.1783183,-0.42981577,1.0443859,"Sepsis"
"GSM7574019",0.7916024,-2.9086826,1.9152381,-0.11330712,-0.28033972,0.4515531,0.04838133,-0.014577866,-0.38105416,1.5502324,0.13794231,-0.18223739,0.22952008,-1.5513465,-1.3097322,0.59043336,0.05506015,2.2581306,-0.620913,-0.2584653,0.9984877,-0.59337497,1.783669,2.3728487,-0.1049099,-2.7996697,0.9160943,2.3407059,0.44887376,-0.5262933,1.1132436,1.4048266,0.39335394,1.1194496,1.9019377,-1.6006563,-1.2295802,1.1998549,0.87211037,-0.33142567,0.6166456,-0.06932974,0.08271885,-0.22034597,2.3061619,1.2147355,-0.8827963,-0.019880295,-0.3623197,0.9121051,-1.0071516,-1.9877717,0.11464167,-0.7922168,0.7913866,0.6753473,-1.129489,-0.6642761,2.8777854,-3.0676513,0.2788074,0.7174164,1.2425003,1.3075099,1.2878904,0.8122344,-0.32677317,-0.010289431,-0.07967281,0.36173844,-0.3023579,1.1449144,0.26655245,-0.08754635,0.787889,1.2767129,"Sepsis"
"GSM7574020",0.12921596,0.59963346,0.7797644,1.2462753,-0.6673274,0.5028093,0.4713292,1.3087525,0.9846902,-0.52082825,-0.6646261,-1.1504982,-0.5540874,-1.6358063,-0.30815434,0.9215338,0.49317575,2.0842776,1.0257716,-0.1625514,0.689028,0.18660283,0.55815554,1.1011937,-1.5983429,-0.63606024,0.059235096,-0.31408787,-0.04686427,-0.666307,-0.41619253,1.7199211,-0.18904352,0.9014778,1.0942922,-1.5184238,1.6493208,-0.32216167,0.766552,-0.4504814,-0.1887846,-0.040821552,0.98029995,0.2172122,-0.2834015,-0.32120085,-2.1773043,-1.5386734,-1.5842247,-0.6482377,-0.066020966,0.80873513,-0.49599314,0.66215944,-0.7081289,0.075531006,-1.0980148,-0.5970144,0.07239461,-4.5757265,-0.06814885,1.5046402,0.59388924,-0.1986208,-0.2517438,-0.6762209,-0.4184308,2.079294,-1.5770626,2.123462,-1.3070104,-0.6756017,-0.5457845,-0.27167273,0.62928534,0.92444897,"Sepsis"
"GSM7574021",0.5174439,-2.6351538,1.690644,0.6283921,-0.6129794,2.1234176,0.3699317,1.4519405,-0.37149143,-0.13840628,-0.08624077,-0.14773679,-0.95262027,-1.4218142,-0.17970586,0.30680203,-0.9233687,1.6275306,1.1272025,0.26665306,0.97338986,2.1072872,1.6428759,1.6539176,1.6595016,-0.4780259,0.625546,1.3956876,-0.06888509,-0.79126215,-0.29053164,1.3809857,-0.23197317,1.091301,1.6597292,-1.2914631,1.2632272,1.1929245,1.2762241,-1.2537451,1.2643964,-0.5917554,0.49585247,-0.5876746,1.7640047,0.32574415,-1.9656076,1.4651093,-0.6931114,0.59256506,-0.04933548,1.0397112,-0.8198886,0.20194578,-0.06740332,0.5399885,-1.02349,-0.73602295,1.1231568,-2.6068497,0.11816287,0.74472964,0.25829506,0.8711772,1.4715633,2.299674,-2.0638614,1.2509658,-0.049921036,0.8491366,-1.3232696,-0.70141435,-0.4017434,1.3991525,1.274797,2.1823292,"Sepsis"
"GSM7574022",2.0973527,-1.548907,-1.9254723,-0.9292265,-1.5897675,2.4446828,-1.5365376,0.014217615,0.26374626,0.6205883,2.1736553,-1.5876427,-0.7645223,-1.6530249,-2.3119981,-0.19295096,-0.6954682,1.2168574,-2.3526425,-1.6087728,-1.4068053,-0.63466525,3.1281972,-0.8378928,2.355561,-2.8397412,0.7692056,1.1108913,-1.2575929,-2.7876153,-0.7107873,1.3572078,-2.4077792,0.5660877,3.3456883,-3.0991783,0.23025203,2.2214682,-1.1750007,1.4475231,2.5514877,-1.352016,-0.9364538,-0.04930353,-2.122379,2.2593815,-2.9885998,-0.13792467,-2.6298466,2.2714994,-1.7774005,-2.2786043,0.52854586,-2.9943485,0.75510883,-2.8735209,-0.7204275,-1.8903227,1.1322901,-1.1472847,-1.6597402,-1.3458179,-0.63242674,1.2522111,1.1943798,1.4637582,-1.0154724,-1.2001488,-0.13730335,-2.1456249,-0.2378757,-0.09256625,1.4864612,3.270977,-1.8928785,1.2382832,"Sepsis"
"GSM7574024",0.82250595,0.9779246,1.6665175,-0.6331867,-0.073297024,1.6369987,0.8247161,0.29995894,-0.38955712,-0.87191916,2.1738145,-0.68385696,0.15911174,-1.5559223,-2.0186317,1.0199883,-0.3435681,2.1192966,-0.41733122,0.22375298,0.12481713,0.23989272,1.6911485,2.4212916,0.7906685,-2.230286,-1.7051301,1.9969251,-2.3507829,-0.39480352,0.54159784,3.049694,-2.7768044,2.080803,3.2948468,-0.04719329,-0.08410907,2.029356,1.4070721,0.23633862,1.0543623,1.3814111,1.0732937,-0.19985723,0.004371166,2.039181,-0.25209332,1.3561454,-1.7438035,1.722609,-0.5600085,2.3579037,1.944942,0.3658986,1.6246595,-1.1888828,-0.67280245,-0.2867508,1.9987493,-2.2267041,-0.87531686,1.1090981,0.49418068,2.298067,2.1132038,1.6862588,-0.62068987,3.9500148,1.2826707,4.2063084,-2.876735,-3.484051,0.39862204,1.0879102,1.5227237,2.114695,"Sepsis"
"GSM7574026",1.7013118,0.4948027,-0.2127378,-2.131424,-3.0049062,2.820443,-2.1777358,0.35512614,0.5799513,-0.23757362,3.0312257,-1.0683928,-1.0131719,-1.8827841,-2.6690824,-3.9532125,-1.5376852,0.02365446,-4.45858,-1.1534152,-1.7624972,-0.15948653,4.136462,0.22252154,3.3138757,-3.901719,-1.5899339,1.8031492,-4.949707,-3.6174011,-1.9728494,4.378866,-5.069365,0.22894478,3.3375173,-4.097888,2.0836465,2.0913334,-1.4134517,-1.4917984,2.9784865,-0.8346801,-0.21870518,-0.11329126,-0.7351289,2.7560081,-1.8871655,0.41832042,-2.1300213,3.5705543,-2.4759827,-1.7101452,2.1383452,-3.7427897,1.2184925,-3.4812427,-2.5431175,-1.6450689,0.02352357,-0.172889,-3.6037335,-1.2080811,-0.88153124,1.7258677,1.6863611,1.8395662,-1.4896305,2.0168092,0.38585925,0.70560765,-1.6920156,-2.9802957,1.7662654,3.2010884,-3.1740456,2.312519,"Sepsis"
"GSM7574030",1.2619746,1.5775063,-0.6585176,1.2410754,-0.7006521,1.196821,0.49899578,-0.64446115,-1.0796089,0.6436868,-0.050590992,1.3334699,-0.28075767,-0.96635556,-0.79885554,-2.7526739,-1.1892331,0.7709179,-1.5055904,-1.2803793,0.7268045,-1.0222342,1.5095525,0.033262968,1.443073,-2.850163,-0.4558525,0.71705246,-0.3039329,-0.8898773,0.4297657,1.275837,1.2420893,0.9418297,2.6914277,-2.157441,-1.673342,0.7588525,-0.22556114,0.28384352,0.77121353,0.19233036,0.2915988,0.014351845,-0.36154175,0.7706733,-1.2561231,-0.40626335,-3.0447698,1.2839105,-0.157897,-0.12002015,1.7596455,0.002717972,0.34636497,-0.8686042,-0.4084239,-0.8391218,1.5906417,-3.4622746,-0.7519543,0.21141732,0.18983078,0.8467536,0.85026264,0.50840425,-1.1404686,3.2137568,-0.47546482,3.105912,-1.2328417,0.21482825,0.70736027,1.9515171,-1.0229545,0.8581977,"Sepsis"
"GSM7574046",0.079040766,5.7989645,-0.44442725,-0.22567713,0.11915016,0.07616544,0.11185455,0.6787729,-0.031568527,0.4605589,-0.13186646,0.8524132,0.99187636,-0.5529487,1.1585448,-1.9035399,1.405482,2.468176,1.1077328,-1.056714,1.4186513,-1.4111106,1.6325431,-0.4027207,-0.94501305,0.6771512,0.758832,0.42678785,0.5795934,-0.14847851,0.39782906,0.7235184,1.3048639,0.24681759,1.0271301,-0.030748606,1.0430219,0.60127544,0.5277586,2.4164472,2.1583934,0.69570255,1.4442115,-0.873703,-1.018784,-0.8189373,-0.7469697,-1.9819088,1.1585569,1.2748766,1.1715722,-1.393698,-1.099246,1.2777023,2.7849336,-0.06468916,-0.44669867,1.0542431,-0.6171119,3.5878067,0.21447682,1.5445892,0.5548563,-0.7485609,-0.70841694,1.158144,2.0455842,2.9461281,-1.3986845,2.748698,-1.2048838,0.45898223,0.121697426,2.1370854,0.45508814,-0.73494434,"Sepsis"
"GSM7574047",-0.10493541,0.8723862,-1.8174741,-0.17767203,-0.044823647,0.3079784,-0.39784527,-0.49994087,-1.3263793,-0.024758339,-0.960598,-0.042988777,0.55987334,-1.8923099,0.6473477,-0.2616732,-0.37462163,0.8941717,0.61478996,-1.7983074,-0.007897615,1.1544759,0.67968655,-1.3926222,-1.266057,-0.000636,1.0654793,-1.2907195,0.33492446,-0.4130621,0.13457012,0.95216465,0.519783,-0.4078741,1.5265222,0.3035133,0.67888236,-0.30887794,-1.106286,1.0460677,0.6082096,0.14329624,0.65811014,-0.6613426,0.083456516,0.23410892,-1.2794938,1.5799036,0.5449867,0.7980919,-0.69357157,-1.8742716,-1.3370457,0.2637682,0.93743086,0.3247819,-0.51258326,-0.05577278,-0.58056045,1.9445944,0.28266168,1.41811,-0.3485384,-1.2375941,-1.1957121,-0.48324823,-0.011444569,0.85796666,-0.9129038,1.2932861,0.2031281,-0.011569262,-0.21101093,0.50807714,-1.2982745,-1.174531,"Sepsis"
"GSM7574062",-0.38256836,0.7248938,0.67409635,1.0879925,0.5522022,0.8803537,1.3295975,0.3216324,-2.3953383,-0.18961239,0.35006595,0.5968895,0.34906173,-1.097058,-0.60823226,-1.9521344,-0.143183,0.80602646,0.44875813,-0.6103296,0.5665319,1.1189506,3.3116317,1.313422,1.262253,-1.0151896,1.8182049,0.65991783,1.1983879,-0.5718975,-0.540843,2.1854267,1.1291132,0.2540884,1.2114234,0.91386247,0.41022635,0.76093006,-0.7544975,1.1347299,-0.12690783,0.7580795,1.1904435,0.26848125,2.2036576,1.646704,-1.2563038,0.087670326,-1.0273347,0.29796267,1.0641084,0.48391795,-0.61980534,0.82224464,0.33229256,-1.02704,-0.12589884,-0.26056862,0.5060713,-1.1882668,0.6071007,0.50400174,0.050681114,0.86340284,0.8815999,0.71570444,-1.0874448,2.769521,-0.55507755,3.0667799,-1.7556765,0.44935393,-0.5165696,0.8282113,-0.5896754,0.79236364,"Sepsis"
"GSM7574063",0.25402188,-0.78364015,2.6117399,-0.36857665,-0.14333105,2.4554527,1.1367412,0.2336688,-0.15607405,-0.85182,-0.3568902,0.7528901,2.111151,-1.2296355,-0.9211743,0.011684656,-2.6263273,2.1810126,-0.5130725,-0.27690744,-0.16635585,3.3232653,1.1934197,2.5091717,-0.69147205,-1.4989066,0.28790903,-0.4965992,-1.4531481,0.64390135,0.002153873,1.7163067,-1.3997531,-0.30150032,-0.022406101,0.11336827,1.3614895,0.8158035,-0.18567276,1.4154043,-1.4564085,1.7656999,1.1184769,0.76103354,1.8701191,-0.28167915,0.47431183,1.4601784,-0.81721973,-0.17528772,1.4843178,3.7319376,0.48580694,1.1410613,0.47275496,-0.59938335,0.018986702,0.41779852,1.3725259,0.5760608,-1.4062655,0.6570898,-0.9434209,-0.3428769,-0.38652134,-0.93177366,-1.3203616,3.4668586,0.7119632,3.6222174,-1.1675775,-0.91699386,-0.8370156,0.16015816,0.093860626,-0.38244104,"Sepsis"
"GSM7574069",2.5534852,-1.523876,1.7355425,0.47720182,0.044077396,2.6816213,-0.17530298,0.28694677,-1.4515784,1.1857839,1.6352315,-0.36438322,0.82426333,1.1178377,-1.2327368,-0.22797036,-1.2673385,-0.22207499,-1.2357812,-0.11432028,1.0486615,0.09893131,1.5667763,0.7935779,0.623245,0.5562372,-0.5417657,1.8305545,-0.019428492,0.030988216,0.4304719,-0.47121668,0.42744112,0.91013145,0.9169452,-1.407366,-0.5336535,1.8956025,0.18907547,2.2003632,0.90294266,-0.063457966,-0.6747503,-0.2658286,-2.2460585,1.9116418,0.42042017,0.69663954,-1.9229524,1.546771,-0.509387,1.0388615,1.0325913,-0.5135274,1.4822264,-1.2971296,1.0384207,-0.09858322,-0.19675326,0.3113985,0.29244685,-1.4130601,-0.34592056,2.0086193,1.9761586,1.5344737,-2.8462517,0.35023284,0.6168878,-0.1812098,-0.7866342,-0.36639953,1.570641,0.5558431,0.21791077,2.2889905,"Sepsis"
"GSM7574075",2.3721902,-0.34685493,2.925236,-2.1899443,0.08984852,2.3606923,-0.7958603,-0.84674597,-0.38992453,0.69711924,1.692416,-0.8292248,1.2965868,-0.39762807,-2.153834,1.6283123,-1.6015241,1.8503513,-2.4695845,-0.10101318,-0.318928,1.493325,1.3330939,2.9280593,0.63433504,-1.6570225,0.00088,1.5856581,-0.16629338,-1.0867853,-0.37616205,-0.7341747,-3.6094575,1.0356998,0.63187504,-0.78527856,0.5560529,1.7245674,-0.10538483,2.0549455,0.86040807,0.11891365,-2.044221,0.238698,1.9430933,1.7234445,1.4964385,3.1480393,-2.23039,1.2388921,0.019015789,0.9269502,1.3845177,-1.1232572,1.9528081,-2.0864787,1.1960902,1.7366271,2.3891876,-0.7566216,-1.9206097,-1.8829392,-2.0040846,1.7923295,1.787643,1.2257531,-0.7701626,-0.7542093,3.6601925,-1.2760942,0.15618682,-0.7175572,1.9992962,0.40632343,-0.16431665,1.7435999,"Sepsis"
"GSM7574078",0.97238255,-0.4836743,2.5930479,1.4575266,-0.63817024,2.2900307,-0.35751534,0.8187263,4.041272,0.56122017,0.883533,-0.51416063,0.74160457,0.6600058,-1.0764573,2.156761,-0.35962224,0.86136246,-0.74738216,1.3616209,0.060626745,0.20107102,2.5807412,2.7497356,0.79157495,-0.29294443,-1.2380486,1.9421449,-0.72749734,-0.25540447,0.90490913,1.202115,-0.5447254,1.9803228,0.97677946,-2.1904762,1.148694,1.9987011,1.4593611,0.20760298,1.3326735,-0.5999088,-0.52845144,0.6350393,2.8131986,2.0138156,0.6101632,0.74080515,-1.8445325,1.6229811,-0.5861993,0.3315189,1.4028368,-0.12266159,1.6028569,-0.5854554,-0.03355646,0.30413294,1.9901099,-1.1523104,-0.15029931,-0.5755056,-0.004540443,2.1201334,2.067709,1.8308821,0.006262779,0.32547402,0.68496776,-0.42027307,-0.17167258,-0.7154205,1.325974,0.59222364,1.4989743,2.8334322,"Sepsis"
